mol_idx,top_score,error,frequency,tier,mean_top_score,std_top_score,agreement_rate,predictive_entropy
2885,0.05327466,1,0,1) very rare (1-5),0.037831284,0.0112255905,0.3,6.810349712056313
2886,0.31716436,0,1,1) very rare (1-5),0.14732574,0.04292096,0.5,5.7767611446783675
2887,0.55024374,1,66,3) common (21-100),0.34330702,0.12071781,0.9,3.613024301284411
2888,0.7971442,0,1,1) very rare (1-5),0.49173063,0.11169515,1.0,3.791704675155316
2889,0.7338093,1,7,2) rare (6-20),0.34920675,0.12647367,1.0,4.852982158820426
2890,0.08756971,0,6,2) rare (6-20),0.043959204,0.022051008,0.45,7.5906963001339
2891,0.8878639,0,23,3) common (21-100),0.6335888,0.12980673,1.0,2.771246839498412
2892,0.8585724,0,421,4) very common (100+),0.67067623,0.11735185,0.95,2.1221708160963764
2893,0.97549474,0,1000,4) very common (100+),0.86008435,0.082394585,1.0,0.970345033416224
2894,0.5585562,0,4,1) very rare (1-5),0.4174579,0.1506719,0.75,3.561498869954205
2895,0.44723257,1,0,1) very rare (1-5),0.31659764,0.10335761,0.6,3.6198860881862718
2896,0.9334322,1,1,1) very rare (1-5),0.7752908,0.073942415,1.0,1.588322727091963
2897,0.12419338,1,0,1) very rare (1-5),0.08142466,0.02057606,0.5,6.018037691765363
2898,0.990352,0,142,4) very common (100+),0.8945527,0.050226267,1.0,0.9801659382218912
2899,0.81883913,0,1290,4) very common (100+),0.7114986,0.09891418,1.0,1.2496991312370276
2900,0.23232554,1,28,3) common (21-100),0.1653525,0.055256568,0.5,5.530323983429992
2901,0.97458375,0,1000,4) very common (100+),0.80953157,0.10298977,1.0,1.6246374891787922
2902,0.0761486,1,8,2) rare (6-20),0.04389901,0.02206709,0.3,7.096984305757534
2903,0.10623226,1,58,3) common (21-100),0.059082843,0.025722666,0.35,7.212431210847011
2904,0.6393469,1,1,1) very rare (1-5),0.32444823,0.07185726,0.85,4.911711454834622
2905,0.8965769,0,121,4) very common (100+),0.62605554,0.12162653,1.0,2.471058254919462
2906,0.053265423,0,63,3) common (21-100),0.03390885,0.01734842,0.45,7.497659276689427
2907,0.94680107,0,4,1) very rare (1-5),0.6946641,0.13216902,1.0,2.754681339420745
2908,0.7235381,1,1070,4) very common (100+),0.5024888,0.11721797,0.85,2.188646376683183
2909,0.48895746,0,14,2) rare (6-20),0.2378922,0.08275901,0.95,5.642424670233406
2910,0.46418723,1,1,1) very rare (1-5),0.24492785,0.10051161,0.95,5.227824030877148
2911,0.5202994,0,3,1) very rare (1-5),0.48743114,0.0859955,0.95,2.1905609470850704
2912,0.9528493,1,28,3) common (21-100),0.82128876,0.10212681,1.0,1.2761984517320952
2913,0.60549283,0,7,2) rare (6-20),0.41906506,0.13586067,0.95,3.1275763838563346
2914,0.30460152,1,0,1) very rare (1-5),0.12130928,0.06922733,0.65,6.359030269561471
2915,0.8653157,0,6,2) rare (6-20),0.6263712,0.12597038,1.0,2.722706778029196
2916,0.28917342,1,3,1) very rare (1-5),0.18746652,0.078348145,0.6,5.355665426634866
2917,0.55681646,0,700,4) very common (100+),0.48405328,0.07848008,0.8,2.5573678187745186
2918,0.35847178,0,0,1) very rare (1-5),0.14029221,0.059418187,1.0,6.474492197958851
2919,0.87184244,0,55,3) common (21-100),0.6305913,0.124728255,1.0,2.6610213832450174
2920,0.47112846,0,3,1) very rare (1-5),0.24944296,0.07871545,0.7,5.206968740957813
2921,0.11862,0,2,1) very rare (1-5),0.073751315,0.023958512,0.5,6.46386334140494
2922,0.22371641,1,2,1) very rare (1-5),0.09547718,0.040461957,0.85,6.699275321028733
2923,0.5149919,0,79,3) common (21-100),0.264464,0.09013333,0.9,5.309898235062394
2924,0.9936016,0,1000,4) very common (100+),0.94906443,0.03379637,1.0,0.4087187467958927
2925,0.7559341,1,268,4) very common (100+),0.5930611,0.12890573,0.9,1.9207535647756555
2926,0.99538535,0,123,4) very common (100+),0.9411305,0.025770118,1.0,0.6154770030508663
2927,0.011885603,1,0,1) very rare (1-5),0.009912772,0.0037729433,0.25,8.145833149548064
2928,0.31309584,1,14,2) rare (6-20),0.11864288,0.06532248,0.85,6.855699084870697
2929,0.19207034,0,23,3) common (21-100),0.07919733,0.037010685,0.75,7.400442262497382
2930,0.81023407,0,1290,4) very common (100+),0.66435343,0.15892792,0.9,1.7425738378029272
2931,0.83827484,1,7,2) rare (6-20),0.4756357,0.15385862,1.0,4.36872689040943
2932,0.35299766,1,1,1) very rare (1-5),0.13341767,0.08365211,0.9,6.819155580246928
2933,0.25607213,1,6,2) rare (6-20),0.07619644,0.048103575,0.95,7.771818574449277
2934,0.8705356,1,1070,4) very common (100+),0.6829621,0.09024114,1.0,1.9974131449660357
2935,0.30991748,1,2,1) very rare (1-5),0.16440293,0.07645742,0.55,6.49426632973379
2936,0.9724382,1,3,1) very rare (1-5),0.79412585,0.10717943,1.0,1.5081137391513937
2937,0.324003,1,1,1) very rare (1-5),0.2004852,0.07357727,0.6,4.562748731734747
2938,0.113899596,1,66,3) common (21-100),0.071940914,0.031360395,0.6,6.231656105679357
2939,0.15935268,1,0,1) very rare (1-5),0.06305751,0.027689707,0.9,7.220792219274301
2940,0.247817,0,3,1) very rare (1-5),0.13972339,0.07832716,0.65,5.862518735192739
2941,0.50420475,1,1070,4) very common (100+),0.32569686,0.07490041,0.75,4.688138420336722
2942,0.7091557,1,3,1) very rare (1-5),0.33045053,0.12185321,1.0,5.519054263313778
2943,0.058911774,0,0,1) very rare (1-5),0.040020507,0.012070036,0.35,7.094675971195599
2944,0.41137892,0,1,1) very rare (1-5),0.2211084,0.10323327,0.85,5.4629231227861155
2945,0.13231564,1,34,3) common (21-100),0.07621274,0.031630103,0.35,6.942681370823881
2946,0.48755404,1,6,2) rare (6-20),0.16256846,0.056403633,1.0,6.8806248006897635
2947,0.52005935,0,123,4) very common (100+),0.27117467,0.11897461,0.9,5.11244113106005
2948,0.8994636,0,118,4) very common (100+),0.64011604,0.11580247,1.0,2.7742405228991847
2949,0.21234126,1,47,3) common (21-100),0.073928684,0.03983162,0.9,7.380373819069121
2950,0.95151603,0,23,3) common (21-100),0.8094821,0.08950877,1.0,1.3539252399856776
2951,0.17222854,1,5,1) very rare (1-5),0.1342788,0.034099497,0.45,5.539563941968554
2952,0.42795524,1,0,1) very rare (1-5),0.14632086,0.061404776,0.95,6.60931052085177
2953,0.0563675,1,1,1) very rare (1-5),0.021817124,0.009877001,0.55,7.902659215367184
2954,0.06541137,1,0,1) very rare (1-5),0.041757796,0.011330572,0.35,7.000533147164487
2955,0.74869895,1,96,3) common (21-100),0.4662736,0.16562991,0.95,3.1241716315915284
2956,0.3628673,1,0,1) very rare (1-5),0.1500988,0.072694704,0.85,6.138222146675672
2957,0.60236484,0,421,4) very common (100+),0.3794539,0.13332966,0.95,4.363977812899581
2958,0.85873693,0,178,4) very common (100+),0.4857688,0.13778047,1.0,4.063902171432774
2959,0.10457728,1,4,1) very rare (1-5),0.05499308,0.019205393,0.65,7.074986407233375
2960,0.8571767,0,1000,4) very common (100+),0.7113273,0.12363332,1.0,1.835934388981818
2961,0.50369024,0,41,3) common (21-100),0.2585944,0.072827235,0.9,5.101984907705297
2962,0.17903328,1,0,1) very rare (1-5),0.053240977,0.024358366,0.75,8.063899951038302
2963,0.7104199,0,63,3) common (21-100),0.35660034,0.12795506,0.85,4.17655799870397
2964,0.1483846,0,33,3) common (21-100),0.05778721,0.024603039,0.9,7.631155422534212
2965,0.9927164,0,1000,4) very common (100+),0.9517536,0.032416817,1.0,0.4028284894493623
2966,0.40308452,1,8,2) rare (6-20),0.3191459,0.08609785,0.6,4.219809623732464
2967,0.5256086,0,1290,4) very common (100+),0.41283983,0.11536884,0.9,3.158167333233016
2968,0.49049252,1,7,2) rare (6-20),0.30634493,0.07231853,0.75,4.4836497404349736
2969,0.65397316,0,42,3) common (21-100),0.6204374,0.102737606,0.75,1.2135141770658562
2970,0.34466964,0,91,3) common (21-100),0.19786152,0.077817425,0.6,5.755878950948629
2971,0.95473313,0,96,3) common (21-100),0.74246114,0.11816839,1.0,2.212560195687282
2972,0.7548861,1,66,3) common (21-100),0.5451843,0.18011934,0.85,2.477579909439879
2973,0.17053878,0,3,1) very rare (1-5),0.11050069,0.0214562,0.4,6.058028437832464
2974,0.1618172,0,17,2) rare (6-20),0.060228586,0.044925187,1.0,7.506707773753989
2975,0.56115645,0,0,1) very rare (1-5),0.38505453,0.10174367,0.95,3.9849265176700444
2976,0.06451171,0,0,1) very rare (1-5),0.03611996,0.01579441,0.35,7.5495819842001275
2977,0.130751,0,0,1) very rare (1-5),0.07593503,0.040526047,0.5,6.7067423175574525
2978,0.9664792,0,700,4) very common (100+),0.87936735,0.05461418,1.0,0.8554829354894975
2979,0.827192,0,79,3) common (21-100),0.46433496,0.1110562,1.0,4.142055723253618
2980,0.11079538,0,5,1) very rare (1-5),0.0722785,0.036646266,0.4,7.087894026661014
2981,0.6679767,1,118,4) very common (100+),0.35188517,0.1391649,0.95,3.8247578979290884
2982,0.88639253,0,11,2) rare (6-20),0.69350487,0.1289308,1.0,1.7356684878488786
2983,0.37999186,1,2,1) very rare (1-5),0.18054727,0.09662824,0.95,5.705100572574851
2984,0.86659175,0,6,2) rare (6-20),0.4852086,0.1441513,1.0,4.221301127557004
2985,0.13524963,0,7,2) rare (6-20),0.10225803,0.03313649,0.5,5.940136563313301
2986,0.4907906,1,16,2) rare (6-20),0.16125676,0.089098744,1.0,7.035516941678914
2987,0.7670406,0,134,4) very common (100+),0.39777327,0.14716718,0.95,4.8101467466317605
2988,0.92344695,0,159,4) very common (100+),0.6190853,0.13272814,1.0,3.0763639273245693
2989,0.6266793,1,19,2) rare (6-20),0.33951372,0.10299995,0.95,4.181010101371649
2990,0.8649408,0,89,3) common (21-100),0.5566822,0.14154005,1.0,3.5326331060821445
2991,0.998355,0,211,4) very common (100+),0.967786,0.023347868,1.0,0.38499531263175324
2992,0.21521537,1,0,1) very rare (1-5),0.099883996,0.031009676,0.5,6.4441361813429925
2993,0.36018294,0,1070,4) very common (100+),0.23859318,0.078693666,0.55,4.74300291669233
2994,0.7104407,1,0,1) very rare (1-5),0.50914186,0.124932,0.95,2.8353859972841366
2995,0.45900318,1,63,3) common (21-100),0.29664183,0.10855187,0.9,5.044204342102053
2996,0.09058374,0,53,3) common (21-100),0.046537682,0.021414721,0.6,7.666557745289514
2997,0.5392715,0,21,3) common (21-100),0.33066297,0.1073997,0.8,4.0483741410941105
2998,0.20775938,1,38,3) common (21-100),0.07362796,0.027401788,0.7,7.675420641784726
2999,0.76699555,0,223,4) very common (100+),0.5037637,0.13241966,0.9,3.0157222423496868
3000,0.40676814,0,1070,4) very common (100+),0.27083704,0.085683525,0.55,4.45460038247111
3001,0.68771386,1,4,1) very rare (1-5),0.29891574,0.13372402,0.95,5.581620643496566
3002,0.5101273,0,23,3) common (21-100),0.45830637,0.116342105,0.7,2.578151365558971
3003,0.8746941,0,1070,4) very common (100+),0.7115878,0.15207285,1.0,1.838732732648955
3004,0.48364857,1,1070,4) very common (100+),0.40888205,0.09400816,0.55,3.808937153542704
3005,0.4768026,1,261,4) very common (100+),0.32692203,0.13381521,0.7,3.7731546129282068
3006,0.054996237,1,0,1) very rare (1-5),0.028714394,0.013706827,0.45,8.033782212326559
3007,0.13685082,1,1,1) very rare (1-5),0.10750464,0.04311249,0.4,5.951531239038065
3008,0.2514429,1,0,1) very rare (1-5),0.07864267,0.042061415,0.85,7.139244984194361
3009,0.24606621,0,0,1) very rare (1-5),0.08705437,0.024142195,0.5,6.293922129190913
3010,0.5226821,1,124,4) very common (100+),0.38161436,0.123361826,0.6,3.554891357791951
3011,0.051368438,0,11,2) rare (6-20),0.033607416,0.011437736,0.25,7.738025499697545
3012,0.18619506,0,0,1) very rare (1-5),0.10590452,0.047168225,0.6,6.1035291504737925
3013,0.3588821,1,21,3) common (21-100),0.22184007,0.07260198,0.9,4.803359933386519
3014,0.11338583,1,0,1) very rare (1-5),0.068366244,0.03623952,0.4,6.884315550080855
3015,0.041763525,0,0,1) very rare (1-5),0.030998174,0.01215953,0.4,7.6540953538
3016,0.9769174,0,142,4) very common (100+),0.8966128,0.05751403,1.0,0.7706876485940369
3017,0.32615545,0,261,4) very common (100+),0.16489781,0.082128346,0.9,5.973828076476136
3018,0.35157016,1,3,1) very rare (1-5),0.16756639,0.0752422,0.7,5.862991783318959
3019,0.04324864,1,0,1) very rare (1-5),0.035044488,0.013589135,0.35,7.831020776012567
3020,0.11842749,0,88,3) common (21-100),0.055219103,0.041645877,1.0,7.831001502912191
3021,0.109100506,0,3,1) very rare (1-5),0.055578012,0.030480169,0.8,7.369093707628851
3022,0.9340292,0,421,4) very common (100+),0.7497265,0.08485105,1.0,2.0040233268179546
3023,0.084042914,0,17,2) rare (6-20),0.041566383,0.014228745,0.55,7.483295193937323
3024,0.79826033,1,19,2) rare (6-20),0.55528593,0.13499351,0.95,3.1512955082189746
3025,0.62667984,1,0,1) very rare (1-5),0.30782008,0.11622061,0.95,5.286946444943915
3026,0.114440456,1,39,3) common (21-100),0.058184467,0.017977327,0.3,7.18992045351819
3027,0.84623575,0,700,4) very common (100+),0.56277376,0.13116026,1.0,3.608320390121195
3028,0.9499118,0,421,4) very common (100+),0.7568038,0.10687475,1.0,2.2170007791014434
3029,0.59869504,1,5,1) very rare (1-5),0.47503704,0.11509944,0.8,2.4681839966789525
3030,0.36524916,0,3,1) very rare (1-5),0.20177492,0.07477221,0.6,5.525953483755198
3031,0.05984609,0,1,1) very rare (1-5),0.042187896,0.015441057,0.3,7.052451003862709
3032,0.3282709,0,8,2) rare (6-20),0.14750612,0.082075365,0.8,6.1782588767143345
3033,0.41901138,1,9,2) rare (6-20),0.3107024,0.080032155,0.7,4.0736960427643965
3034,0.25725275,1,268,4) very common (100+),0.106250346,0.050041948,0.45,6.668736576294117
3035,0.0787942,0,6,2) rare (6-20),0.041391768,0.026066348,0.85,7.8968505830839515
3036,0.5903834,0,3,1) very rare (1-5),0.4512097,0.12321741,0.95,2.437610815777068
3037,0.024559734,1,1,1) very rare (1-5),0.016767051,0.008911911,0.2,7.986272101388045
3038,0.6617082,1,343,4) very common (100+),0.46929765,0.13732016,0.75,3.039504794705694
3039,0.9980653,0,211,4) very common (100+),0.95524186,0.03410824,1.0,0.462337691991539
3040,0.13097791,1,5,1) very rare (1-5),0.043598555,0.022970049,1.0,7.756074845253182
3041,0.9571819,0,700,4) very common (100+),0.7360667,0.1476018,1.0,1.925210900901781
3042,0.39651746,1,66,3) common (21-100),0.2308983,0.08746282,0.65,4.342556802070478
3043,0.24484193,0,5,1) very rare (1-5),0.11950065,0.064450145,0.5,6.417087298324263
3044,0.5745926,0,145,4) very common (100+),0.28907642,0.13328472,0.9,5.035880398984878
3045,0.74492085,0,1000,4) very common (100+),0.63847023,0.13745219,0.95,2.023728048144455
3046,0.7345171,1,0,1) very rare (1-5),0.4223587,0.12185958,1.0,4.456656086063884
3047,0.5695122,0,3,1) very rare (1-5),0.20987563,0.08808466,0.95,6.312101554203917
3048,0.73330534,0,9,2) rare (6-20),0.39699754,0.111629374,0.95,4.083952102886704
3049,0.50237495,0,2,1) very rare (1-5),0.22487827,0.12827824,0.95,5.841221360008955
3050,0.16118002,1,0,1) very rare (1-5),0.10789343,0.041616093,0.4,6.511596357897672
3051,0.9699883,0,1290,4) very common (100+),0.86642665,0.05810543,1.0,1.0852011109469173
3052,0.011633235,1,62,3) common (21-100),0.010112932,0.0032676891,0.2,8.237222947891189
3053,0.47166827,0,14,2) rare (6-20),0.21023388,0.07329526,0.8,5.544007140670987
3054,0.58472294,1,11,2) rare (6-20),0.4214949,0.09081221,0.75,2.523639366942129
3055,0.22708397,0,2,1) very rare (1-5),0.17872337,0.04506777,0.4,3.4595202480349934
3056,0.39004645,1,89,3) common (21-100),0.22490866,0.0685585,0.75,5.080017197806216
3057,0.53418106,1,1,1) very rare (1-5),0.35591325,0.14086099,0.85,4.200502390631227
3058,0.5626611,1,31,3) common (21-100),0.46370512,0.14205275,0.65,3.102710465052952
3059,0.64804524,0,27,3) common (21-100),0.40003008,0.13234411,0.95,4.487111436991017
3060,0.32382998,1,10,2) rare (6-20),0.24396864,0.07227691,0.5,4.127239826901864
3061,0.41042987,1,24,3) common (21-100),0.26424628,0.08530213,0.6,4.708852450926547
3062,0.5061176,1,10,2) rare (6-20),0.30654392,0.11603147,0.75,4.247593064287929
3063,0.69077027,1,274,4) very common (100+),0.518793,0.14455333,1.0,2.4953949612956494
3064,0.85485107,0,15,2) rare (6-20),0.71323144,0.12452899,1.0,1.5265185801731331
3065,0.22599536,0,1,1) very rare (1-5),0.16420463,0.07197948,0.5,5.687716629953285
3066,0.04951156,1,4,1) very rare (1-5),0.036546506,0.011061499,0.3,7.451014414443961
3067,0.6082314,0,3,1) very rare (1-5),0.2454801,0.08832378,0.9,5.260970227520659
3068,0.08445849,1,1,1) very rare (1-5),0.044700872,0.021435827,0.45,7.537116844095497
3069,0.9232697,0,700,4) very common (100+),0.5962468,0.11303456,1.0,3.6912469161602512
3070,0.4976275,1,1290,4) very common (100+),0.16977757,0.077637486,1.0,6.685412242353012
3071,0.03824377,1,1290,4) very common (100+),0.01794221,0.0070589497,0.35,8.369106359115339
3072,0.118947856,1,0,1) very rare (1-5),0.04319427,0.02340404,0.5,7.95258706198233
3073,0.377522,1,107,4) very common (100+),0.19972685,0.0710914,0.8,5.385428974618653
3074,0.031064298,1,1,1) very rare (1-5),0.023123275,0.009215232,0.3,7.597807445500543
3075,0.20925325,1,160,4) very common (100+),0.11291832,0.025397765,0.6,6.354108142959836
3076,0.7885959,0,2,1) very rare (1-5),0.3957869,0.11273176,1.0,5.321984012213248
3077,0.96596354,1,3,1) very rare (1-5),0.788046,0.08776518,1.0,1.5277954251247552
3078,0.117699355,1,36,3) common (21-100),0.07185528,0.032297954,0.4,6.990836430538827
3079,0.4585393,1,0,1) very rare (1-5),0.22115283,0.08954034,1.0,5.878940626153314
3080,0.91769636,0,1000,4) very common (100+),0.6923762,0.08913958,1.0,2.454481173620139
3081,0.36691573,0,20,2) rare (6-20),0.18738583,0.0795884,0.85,5.538969022491772
3082,0.067976445,1,0,1) very rare (1-5),0.050241686,0.020128567,0.5,6.960294747588382
3083,0.5617491,0,1,1) very rare (1-5),0.27887067,0.09755579,1.0,5.386480207920107
3084,0.98496014,0,1000,4) very common (100+),0.85397255,0.08187892,1.0,1.3294005939125588
3085,0.43411076,1,3,1) very rare (1-5),0.14058915,0.07572202,0.95,7.046529766324686
3086,0.4948354,0,28,3) common (21-100),0.20874567,0.07793416,0.75,6.059157298874044
3087,0.19813831,1,261,4) very common (100+),0.08468797,0.041236773,0.95,7.278017497569426
3088,0.9206306,0,1,1) very rare (1-5),0.69927436,0.124769785,1.0,2.707697024503693
3089,0.631527,1,60,3) common (21-100),0.37844443,0.09378447,0.95,3.565012684151438
3090,0.98936915,0,372,4) very common (100+),0.93330467,0.037394676,1.0,0.6065061195073406
3091,0.08068311,1,66,3) common (21-100),0.040023264,0.01861827,0.5,7.7325247282898
3092,0.69678533,1,107,4) very common (100+),0.5946999,0.088079296,0.8,1.6878054923968264
3093,0.6028539,0,1290,4) very common (100+),0.19774806,0.087669685,0.95,6.4100966068425755
3094,0.59404373,1,32,3) common (21-100),0.4092144,0.13787778,0.9,3.102992957989815
3095,0.687699,0,10,2) rare (6-20),0.38431603,0.13127391,1.0,4.914691610224711
3096,0.85576516,0,1000,4) very common (100+),0.48248857,0.14510064,1.0,4.492084491682601
3097,0.23920831,1,102,4) very common (100+),0.13252556,0.047930643,0.65,6.1037431981605765
3098,0.4399886,0,14,2) rare (6-20),0.16735165,0.069988534,0.8,6.503555046996032
3099,0.083903596,1,0,1) very rare (1-5),0.07704268,0.026527353,0.4,6.2704453121482775
3100,0.4726194,1,58,3) common (21-100),0.29724154,0.08672791,0.8,4.062863759371405
3101,0.36884016,0,2,1) very rare (1-5),0.28745025,0.061666653,0.5,3.5133180142239766
3102,0.56093687,0,3,1) very rare (1-5),0.41408128,0.12768003,0.85,2.460601726868649
3103,0.13120377,1,71,3) common (21-100),0.06505367,0.025253717,0.65,7.298734468303581
3104,0.9229444,1,102,4) very common (100+),0.6566732,0.10178817,1.0,2.7324026380689257
3105,0.19377325,1,1,1) very rare (1-5),0.1628913,0.035727013,0.5,4.344892763817307
3106,0.64136076,1,7,2) rare (6-20),0.38213506,0.120309666,0.9,3.8679136824882883
3107,0.38125527,0,15,2) rare (6-20),0.16069317,0.07805094,1.0,6.417869495933615
3108,0.2513742,1,118,4) very common (100+),0.1825315,0.0809155,0.55,5.1803988828446865
3109,0.27203277,1,0,1) very rare (1-5),0.11097989,0.038616985,0.6,6.5813234782897
3110,0.14729698,1,118,4) very common (100+),0.074468605,0.031337783,0.7,6.783681062181896
3111,0.48598745,1,1070,4) very common (100+),0.27574736,0.07008192,0.75,4.664822370689048
3112,0.7115445,0,223,4) very common (100+),0.3045446,0.10210542,0.85,5.350718851516254
3113,0.47369662,1,372,4) very common (100+),0.17824654,0.08429658,0.9,6.189721816991077
3114,0.058438037,1,3,1) very rare (1-5),0.02457445,0.012584248,0.75,8.119403125435845
3115,0.8574486,0,63,3) common (21-100),0.51705873,0.1522629,1.0,3.532543482323826
