,Reactants,Products,Reagents,Labels,Frequency
19573,[NH2:18][CH2:19][CH:20]([CH2:21][NH:22][c:23]1[cH:24][c:25](=[O:26])[c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]2[nH:33]1)[c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1.O=[CH:1][c:2]1[cH:3][n:4]([CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]12,[CH2:1]([c:2]1[cH:3][n:4]([CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]12)[NH:18][CH2:19][CH:20]([CH2:21][NH:22][c:23]1[cH:24][c:25](=[O:26])[c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]2[nH:33]1)[c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1,,"[('b', 33, 544)]",1299
19574,O[C:1]([c:2]1[cH:3][cH:4][c:5](-[n:6]2[cH:7][c:8](-[c:9]3[c:10]([CH3:11])[n:12][n:13][n:14]3-[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[F:21])[n:22][cH:23]2)[n:24][cH:25]1)=[O:26].[CH3:27][C:28]([CH3:29])([NH2:30])[CH2:31][OH:32],[C:1]([c:2]1[cH:3][cH:4][c:5](-[n:6]2[cH:7][c:8](-[c:9]3[c:10]([CH3:11])[n:12][n:13][n:14]3-[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[F:21])[n:22][cH:23]2)[n:24][cH:25]1)(=[O:26])[NH:30][C:28]([CH3:27])([CH3:29])[CH2:31][OH:32],,"[('b', 51, 547)]",4537
19575,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]2)[cH:14][cH:15]1.[NH3:16],[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]2)[cH:14][cH:15]1)[NH2:16],,"[('b', 29, 547)]",4537
19576,CCO[C:1](=[O:2])[CH2:3][CH2:4][CH2:5][NH:6][S:7]([CH3:8])(=[O:9])=[O:10].[NH4+:11],[C:1](=[O:2])([CH2:3][CH2:4][CH2:5][NH:6][S:7]([CH3:8])(=[O:9])=[O:10])[NH2:11],,"[('b', 19, 304)]",5
19577,Br[CH:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]1.[NH2:8][CH2:9][CH2:10][OH:11],[CH:1]1([NH:8][CH2:9][CH2:10][OH:11])[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]1,,"[('b', 1, 543)]",955
19578,CC(C)(C)OC(=O)[NH:1][CH2:2][c:3]1[cH:4][c:5]2[n:6][c:7]([CH2:8][n:9]3[c:10](=[O:11])[cH:12][c:13]([O:14][CH3:15])[c:16]4[c:17]3[cH:18][cH:19][cH:20][cH:21]4)[n:22]([CH2:23][CH2:24][CH2:25][CH2:26][OH:27])[c:28]2[cH:29][cH:30]1,[NH2:1][CH2:2][c:3]1[cH:4][c:5]2[n:6][c:7]([CH2:8][n:9]3[c:10](=[O:11])[cH:12][c:13]([O:14][CH3:15])[c:16]4[c:17]3[cH:18][cH:19][cH:20][cH:21]4)[n:22]([CH2:23][CH2:24][CH2:25][CH2:26][OH:27])[c:28]2[cH:29][cH:30]1,,"[('a', 0, 123)]",1493
19579,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][S:3][CH2:4][c:5]1[cH:6][n:7][cH:8][c:9]([Br:10])[cH:11]1,[O:1]=[S:3]([CH3:2])[CH2:4][c:5]1[cH:6][n:7][cH:8][c:9]([Br:10])[cH:11]1,,"[('b', 1, 505)]",109
19580,[NH2:9][CH2:10][CH2:11][NH:12][c:13]1[c:14]([Cl:15])[cH:16][cH:17][c:18]2[c:19]1[CH2:20][CH2:21][N:22]([C:23](=[O:24])[C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]2.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[NH:9][CH2:10][CH2:11][NH:12][c:13]1[c:14]([Cl:15])[cH:16][cH:17][c:18]2[c:19]1[CH2:20][CH2:21][N:22]([C:23](=[O:24])[C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]2,,"[('b', 15, 546)]",2537
19581,O[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][N:7]1[C:8](=[O:9])[C:10]([CH3:11])=[C:12]([CH3:13])[C:14]1=[O:15].[O:16]=[C:17]([OH:18])[CH2:19][Cl:20],[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][N:7]1[C:8](=[O:9])[C:10]([CH3:11])=[C:12]([CH3:13])[C:14]1=[O:15])[O:18][C:17](=[O:16])[CH2:19][Cl:20],,"[('b', 29, 539)]",804
19582,[O:4]=[C:5]([NH:6][CH2:7][CH:8]1[CH2:9][CH2:10][CH2:11]1)[c:12]1[n:13][c:14]([OH:15])[cH:16][cH:17][c:18]1[NH:19][C:20](=[O:21])[c:22]1[cH:23][cH:24][c:25]([CH2:26][n:27]2[cH:28][cH:29][n:30][n:31]2)[c:32]2[cH:33][cH:34][cH:35][cH:36][c:37]12.Br[CH2:1][CH2:2][OH:3],[CH2:1]([CH2:2][OH:3])[O:15][c:14]1[n:13][c:12]([C:5](=[O:4])[NH:6][CH2:7][CH:8]2[CH2:9][CH2:10][CH2:11]2)[c:18]([NH:19][C:20](=[O:21])[c:22]2[cH:23][cH:24][c:25]([CH2:26][n:27]3[cH:28][cH:29][n:30][n:31]3)[c:32]3[cH:33][cH:34][cH:35][cH:36][c:37]23)[cH:17][cH:16]1,,"[('b', 5, 542)]",924
19583,[CH3:2][CH2:3][n:4]1[cH:5][c:6]([C:7](=[O:8])[OH:9])[c:10](=[O:11])[c:12]2[cH:13][c:14]([F:15])[c:16]([N:17]3[CH2:18][CH2:19][NH:20][CH:21]([CH2:22][O:23][CH:24]([CH3:25])[CH3:26])[CH2:27]3)[cH:28][c:29]12.O=[CH2:1],[CH3:1][N:20]1[CH2:19][CH2:18][N:17]([c:16]2[c:14]([F:15])[cH:13][c:12]3[c:10](=[O:11])[c:6]([C:7](=[O:8])[OH:9])[cH:5][n:4]([CH2:3][CH3:2])[c:29]3[cH:28]2)[CH2:27][CH:21]1[CH2:22][O:23][CH:24]([CH3:25])[CH3:26],,"[('b', 1, 544)]",1299
19584,[CH3:12][O:13][c:14]1[cH:15][c:16]2[c:17]([cH:18][c:19]1[F:20])[c:21](=[O:22])[cH:23][c:24]([C:25](=[O:26])[NH:27][CH:28]1[CH2:29][CH2:30][NH:31][CH2:32][CH2:33]1)[o:34]2.O=[CH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][CH2:10][O:11]2,[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][CH2:10][O:11]2)[N:31]1[CH2:30][CH2:29][CH:28]([NH:27][C:25]([c:24]2[cH:23][c:21](=[O:22])[c:17]3[c:16]([cH:15][c:14]([O:13][CH3:12])[c:19]([F:20])[cH:18]3)[o:34]2)=[O:26])[CH2:33][CH2:32]1,,"[('b', 21, 544)]",1299
19585,O[CH:1]([CH3:2])[CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1.[O:9]=[CH:10][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1,[CH:1]([CH3:2])([CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1)[O:15][c:14]1[cH:13][cH:12][c:11]([CH:10]=[O:9])[cH:17][cH:16]1,,"[('b', 15, 539)]",804
19586,[CH3:1][C:2](=[O:3])[NH:4][c:5]1[nH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([NH2:13])[cH:14][cH:15]2)[c:16]1[C:17]([NH2:18])=[O:19].[O:20]=[C:21]=[N:22][c:23]1[cH:24][c:25]([F:26])[cH:27][c:28]([C:29]([F:30])([F:31])[F:32])[cH:33]1,[CH3:1][C:2](=[O:3])[NH:4][c:5]1[nH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([NH:13][C:21](=[O:20])[NH:22][c:23]3[cH:24][c:25]([F:26])[cH:27][c:28]([C:29]([F:30])([F:31])[F:32])[cH:33]3)[cH:14][cH:15]2)[c:16]1[C:17]([NH2:18])=[O:19],,"[('b', 24, 536)]",566
19587,CC[O:1][C:2](=[O:3])[C:4]1([S:5](=[O:6])(=[O:7])[c:8]2[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18][CH2:19]1,[OH:1][C:2](=[O:3])[C:4]1([S:5](=[O:6])(=[O:7])[c:8]2[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18][CH2:19]1,,"[('a', 0, 121)]",1123
19588,[NH2:10][c:11]1[cH:12][c:13]([Cl:14])[c:15]([Cl:16])[cH:17][c:18]1[NH2:19].[CH3:1][c:2]1[cH:3][s:4][cH:5][c:6]1[N:7]=[C:8]=[S:9],[CH3:1][c:2]1[cH:3][s:4][cH:5][c:6]1[NH:7][C:8](=[S:9])[NH:10][c:11]1[cH:12][c:13]([Cl:14])[c:15]([Cl:16])[cH:17][c:18]1[NH2:19],,"[('b', 17, 536)]",566
19589,[OH:1][CH2:2][c:3]1[cH:4][s:5][c:6]([NH:7][C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[n:27]1,[O:1]=[CH:2][c:3]1[cH:4][s:5][c:6]([NH:7][C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[n:27]1,,"[('b', 0, 529), ('b', 1, 529)]",413
19590,CO[C:1](=[O:2])[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][C:16](=[O:17])[O:18][CH3:19],[CH2:1]([OH:2])[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][C:16](=[O:17])[O:18][CH3:19],,"[('a', 0, 117)]",228
19591,CC1(C)OB([c:12]2[cH:13][cH:14][c:15]([CH2:16][NH:17][c:18]3[c:19]([C:20]([NH:21][C@@H:22]([CH3:23])[c:24]4[cH:25][cH:26][c:27]([F:28])[cH:29][cH:30]4)=[O:31])[cH:32][c:33]([C:34]#[N:35])[cH:36][n:37]3)[cH:38][cH:39]2)OC1(C)C.Br[c:1]1[n:2][c:3]([CH2:4][N:5]([CH3:6])[CH3:7])[c:8]([NH2:9])[n:10][cH:11]1,[c:1]1(-[c:12]2[cH:13][cH:14][c:15]([CH2:16][NH:17][c:18]3[c:19]([C:20]([NH:21][C@@H:22]([CH3:23])[c:24]4[cH:25][cH:26][c:27]([F:28])[cH:29][cH:30]4)=[O:31])[cH:32][c:33]([C:34]#[N:35])[cH:36][n:37]3)[cH:38][cH:39]2)[n:2][c:3]([CH2:4][N:5]([CH3:6])[CH3:7])[c:8]([NH2:9])[n:10][cH:11]1,,"[('b', 0, 532)]",452
19592,[O:12]=[C:13]1[NH:14][C:15](=[O:16])[CH:17]2[CH:18]1[CH2:19][CH2:20][CH:21]([Br:22])[CH:23]2[Br:24].Cl[C:1](=[O:2])[c:3]1[c:4]([Br:5])[cH:6][c:7]([Br:8])[cH:9][c:10]1[Br:11],[C:1](=[O:2])([c:3]1[c:4]([Br:5])[cH:6][c:7]([Br:8])[cH:9][c:10]1[Br:11])[N:14]1[C:13](=[O:12])[CH:18]2[CH:17]([C:15]1=[O:16])[CH:23]([Br:24])[CH:21]([Br:22])[CH2:20][CH2:19]2,,"[('b', 21, 546)]",2537
19593,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][n:7][c:8]1[O:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1.[NH2:16][NH:17][C:18](=[O:19])[c:20]1[cH:21][cH:22][cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][n:7][c:8]1[O:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[NH:16][NH:17][C:18](=[O:19])[c:20]1[cH:21][cH:22][cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]1,,"[('b', 29, 546)]",2537
19594,CC(C)(C)OC(=O)[NH:1][CH2:2][c:3]1[cH:4][c:5]([Cl:6])[cH:7][cH:8][c:9]1[N:10]1[CH2:11][CH2:12][O:13][C:14]1=[O:15],[NH2:1][CH2:2][c:3]1[cH:4][c:5]([Cl:6])[cH:7][cH:8][c:9]1[N:10]1[CH2:11][CH2:12][O:13][C:14]1=[O:15],,"[('a', 0, 123)]",1493
19595,[CH3:10][S:11](=[O:12])(=[O:13])[NH:14][CH2:15][CH2:16][N:17]1[CH2:18][CH:19]2[CH2:20][N:21]([CH2:22][c:23]3[cH:24][cH:25][c:26]([C:27]#[N:28])[cH:29][cH:30]3)[CH2:31][CH:32]([CH2:33]1)[O:34]2.Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1)[N:14]([S:11]([CH3:10])(=[O:12])=[O:13])[CH2:15][CH2:16][N:17]1[CH2:18][CH:19]2[CH2:20][N:21]([CH2:22][c:23]3[cH:24][cH:25][c:26]([C:27]#[N:28])[cH:29][cH:30]3)[CH2:31][CH:32]([CH2:33]1)[O:34]2,,"[('b', 17, 543)]",955
19596,[CH3:12][C:13]([CH3:14])([CH3:15])[NH:16][NH:17][C:18](=[O:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][n:25]1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[N+:9](=[O:10])[O-:11],[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[N+:9](=[O:10])[O-:11])[N:16]([C:13]([CH3:12])([CH3:14])[CH3:15])[NH:17][C:18](=[O:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][n:25]1,,"[('b', 21, 546)]",2537
19597,CC(=O)[NH:1][c:2]1[cH:3][cH:4][c:5]([C:6]([CH2:7][N:8]2[C:9]([CH3:10])=[N:11][C:12]([CH2:13][CH2:14][CH3:15])([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[C:22]2=[O:23])=[O:24])[c:25]([F:26])[cH:27]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([CH2:7][N:8]2[C:9]([CH3:10])=[N:11][C:12]([CH2:13][CH2:14][CH3:15])([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[C:22]2=[O:23])=[O:24])[c:25]([F:26])[cH:27]1,,"[('a', 0, 110)]",115
19598,[CH3:5][c:6]1[cH:7][c:8](-[c:9]2[n:10][n:11][c:12]3[c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[c:19]([O:20][CH2:21][c:22]4[cH:23][cH:24][c:25]([CH2:26][OH:27])[cH:28][n:29]4)[n:30][n:31]23)[n:32][o:33]1.Cl[S:1]([CH3:2])(=[O:3])=[O:4],[S:1]([CH3:2])(=[O:3])(=[O:4])[O:27][CH2:26][c:25]1[cH:24][cH:23][c:22]([CH2:21][O:20][c:19]2[c:18]3[c:13]([c:12]4[n:11][n:10][c:9](-[c:8]5[cH:7][c:6]([CH3:5])[o:33][n:32]5)[n:31]4[n:30]2)[cH:14][cH:15][cH:16][cH:17]3)[n:29][cH:28]1,,"[('b', 7, 527)]",366
19599,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][O:11][CH2:12][CH2:13]2)[cH:14]1,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][O:11][CH2:12][CH2:13]2)[cH:14]1,,"[('a', 0, 122)]",1277
19600,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][C:4]([C:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][c:11]([O:12][C:13]([N:14]([CH3:15])[CH3:16])=[O:17])[cH:18]2)=[O:19])([CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27][CH2:28]1,[NH:1]1[CH2:2][CH2:3][C:4]([C:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][c:11]([O:12][C:13]([N:14]([CH3:15])[CH3:16])=[O:17])[cH:18]2)=[O:19])([CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27][CH2:28]1,,"[('a', 0, 123)]",1493
19601,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][n:6][cH:7][c:8]1[Br:9].[cH:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[NH:16][CH2:17][CH2:18][O:19]2,[C:1](=[O:2])([c:3]1[cH:4][cH:5][n:6][cH:7][c:8]1[Br:9])[N:16]1[c:14]2[c:13]([cH:12][cH:11][cH:10][cH:15]2)[O:19][CH2:18][CH2:17]1,,"[('b', 17, 547)]",4537
19602,CC(C)(C)OC(=O)[NH:1][CH2:2][CH:3]([C:4]([N:5]1[CH2:6][CH2:7][N:8]([c:9]2[n:10][cH:11][n:12][c:13]3[n:14]([S:15](=[O:16])(=[O:17])[c:18]4[cH:19][cH:20][cH:21][cH:22][cH:23]4)[cH:24][c:25]([CH3:26])[c:27]23)[CH2:28][CH2:29]1)=[O:30])[c:31]1[cH:32][cH:33][c:34]([Cl:35])[cH:36][cH:37]1,[NH2:1][CH2:2][CH:3]([C:4]([N:5]1[CH2:6][CH2:7][N:8]([c:9]2[n:10][cH:11][n:12][c:13]3[n:14]([S:15](=[O:16])(=[O:17])[c:18]4[cH:19][cH:20][cH:21][cH:22][cH:23]4)[cH:24][c:25]([CH3:26])[c:27]23)[CH2:28][CH2:29]1)=[O:30])[c:31]1[cH:32][cH:33][c:34]([Cl:35])[cH:36][cH:37]1,,"[('a', 0, 123)]",1493
19603,CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[NH2:8][C@H:9]1[CH2:10][CH2:11][C@H:12]([NH2:13])[CH2:14][CH2:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@H:9]1[CH2:10][CH2:11][C@H:12]([NH2:13])[CH2:14][CH2:15]1,,"[('b', 13, 526)]",323
19604,Br[CH2:1][C:2]([c:3]1[cH:4][cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10]1)=[O:11].[SH:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[CH2:1]([C:2]([c:3]1[cH:4][cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10]1)=[O:11])[S:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,,"[('b', 21, 504)]",108
19605,c1ccc(C[O:1][c:2]2[cH:3][cH:4][c:5]([C@@H:6]3[C@@H:7]([CH2:8][CH2:9][C@H:10]([OH:11])[c:12]4[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]4)[C:19](=[O:20])[N:21]3[c:22]3[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]3)[cH:29][cH:30]2)cc1,[OH:1][c:2]1[cH:3][cH:4][c:5]([C@@H:6]2[C@@H:7]([CH2:8][CH2:9][C@H:10]([OH:11])[c:12]3[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]3)[C:19](=[O:20])[N:21]2[c:22]2[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]2)[cH:29][cH:30]1,,"[('a', 0, 119)]",385
19606,Cl[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][n:7][c:8]2[cH:9][c:10]([Br:11])[cH:12][n:13][c:14]12.[CH3:15][C:16]([CH3:17])([OH:18])[CH2:19][NH2:20],[c:1]1([NH:20][CH2:19][C:16]([CH3:15])([CH3:17])[OH:18])[c:2]([N+:3](=[O:4])[O-:5])[cH:6][n:7][c:8]2[cH:9][c:10]([Br:11])[cH:12][n:13][c:14]12,,"[('b', 1, 545)]",1916
19607,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([N:8]2[CH2:9][CH2:10][CH:11]([O:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[C:19]([F:20])([F:21])[F:22])[CH2:23][CH2:24]2)[n:25][n:26]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([N:8]2[CH2:9][CH2:10][CH:11]([O:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[C:19]([F:20])([F:21])[F:22])[CH2:23][CH2:24]2)[n:25][n:26]1,,"[('a', 0, 124)]",1797
19608,O=[C:9]([CH2:10][CH2:11][CH2:12][CH2:13][N:14]1[CH2:15][CH2:16][CH:17]([c:18]2[cH:19][cH:20][cH:21][c:22]([NH:23][C:24]([CH:25]([CH3:26])[CH3:27])=[O:28])[cH:29]2)[CH2:30][CH2:31]1)[c:32]1[cH:33][cH:34][c:35]([C:36]([F:37])([F:38])[F:39])[cH:40][cH:41]1.N[NH:1][c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1,[nH:1]1[c:2]2[c:3]([cH:4][c:5]([CH3:6])[cH:7][cH:8]2)[c:10]([CH2:11][CH2:12][CH2:13][N:14]2[CH2:15][CH2:16][CH:17]([c:18]3[cH:19][cH:20][cH:21][c:22]([NH:23][C:24]([CH:25]([CH3:26])[CH3:27])=[O:28])[cH:29]3)[CH2:30][CH2:31]2)[c:9]1-[c:32]1[cH:33][cH:34][c:35]([C:36]([F:37])([F:38])[F:39])[cH:40][cH:41]1,,"[('b', 81, 463), ('b', 14, 463)]",39
19609,O=[N+:1]([O-])[c:2]1[cH:3][n:4]([CH3:5])[c:6](=[O:7])[cH:8][cH:9]1,[NH2:1][c:2]1[cH:3][n:4]([CH3:5])[c:6](=[O:7])[cH:8][cH:9]1,,"[('a', 0, 122)]",1277
19610,O[CH2:1][c:2]1[c:3]([F:4])[c:5]([F:6])[c:7]([CH2:8][C:9]#[CH:10])[c:11]([F:12])[c:13]1[F:14].[CH3:15][C:16]([C:17]#[N:18])=[CH:19][C@@H:20]1[C@@H:21]([C:22](=[O:23])[OH:24])[C:25]1([CH3:26])[CH3:27],[CH2:1]([c:2]1[c:3]([F:4])[c:5]([F:6])[c:7]([CH2:8][C:9]#[CH:10])[c:11]([F:12])[c:13]1[F:14])[O:24][C:22]([C@@H:21]1[C@@H:20]([CH:19]=[C:16]([CH3:15])[C:17]#[N:18])[C:25]1([CH3:26])[CH3:27])=[O:23],,"[('b', 27, 539)]",804
19611,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH3:8])[c:9]([N:10]2[CH2:11][CH2:12][C:13]3([CH2:14][CH2:15]2)[O:16][CH2:17][CH2:18][O:19]3)[cH:20]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH3:8])[c:9]([N:10]2[CH2:11][CH2:12][C:13]3([CH2:14][CH2:15]2)[O:16][CH2:17][CH2:18][O:19]3)[cH:20]1,,"[('a', 0, 124)]",1797
19612,[O:3]=[CH:4][c:5]1[cH:6][c:7]([Cl:8])[cH:9][c:10]([Cl:11])[cH:12]1.[Mg+][CH:1]=[CH2:2],[CH:1](=[CH2:2])[CH:4]([OH:3])[c:5]1[cH:6][c:7]([Cl:8])[cH:9][c:10]([Cl:11])[cH:12]1,,"[('b', 2, 511)]",153
19613,CCO[C:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH3:10])=[O:11],[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH3:10])[OH:11],,"[('a', 0, 115)]",196
19614,O[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([C@@H:7]2[CH2:8][CH2:9][C@H:10]([NH:11][C@@H:12]([c:13]3[cH:14][c:15]([O:16][CH3:17])[c:18]([F:19])[cH:20][cH:21]3)[CH3:22])[CH2:23]2)[cH:24][cH:25]1)=[O:26].[OH:27][CH:28]1[CH2:29][NH:30][CH2:31]1,[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([C@@H:7]2[CH2:8][CH2:9][C@H:10]([NH:11][C@@H:12]([c:13]3[cH:14][c:15]([O:16][CH3:17])[c:18]([F:19])[cH:20][cH:21]3)[CH3:22])[CH2:23]2)[cH:24][cH:25]1)(=[O:26])[N:30]1[CH2:29][CH:28]([OH:27])[CH2:31]1,,"[('b', 51, 547)]",4537
19615,C[O:1][C:2](=[O:3])[CH:4]([CH3:5])[CH:6]([C:7]#[N:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,[OH:1][C:2](=[O:3])[CH:4]([CH3:5])[CH:6]([C:7]#[N:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,,"[('a', 0, 124)]",1797
19616,[NH2:11][NH:12][C:13](=[O:14])[CH2:15][c:16]1[cH:17][cH:18][c:19]([OH:20])[c:21]([Br:22])[cH:23]1.O=[C:1]1[C:2](=[O:3])[NH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]21,[C:1]1(=[N:11]/[NH:12][C:13](=[O:14])[CH2:15][c:16]2[cH:17][cH:18][c:19]([OH:20])[c:21]([Br:22])[cH:23]2)/[C:2](=[O:3])[NH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]21,,"[('b', 1, 531)]",446
19617,[CH3:10][CH2:11][S:12][c:13]1[n:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]2[cH:21][c:22]1[NH2:23].O[C:1](=[O:2])[CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1,[C:1](=[O:2])([CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1)[NH:23][c:22]1[c:13]([S:12][CH2:11][CH3:10])[n:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]2[cH:21]1,,"[('b', 17, 547)]",4537
19618,[N:4]#[C:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[n:12][c:13](-[c:14]1[cH:15][cH:16][c:17]([O:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][cH:27]1)[n:28]2[CH:29]1[CH2:30][CH2:31][CH2:32][CH2:33][CH2:34]1.[CH3][Sn]([CH3])([CH3])[N:1]=[N+:2]=[N-:3],[nH:1]1[n:2][n:3][n:4][c:5]1-[c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[n:12][c:13](-[c:14]1[cH:15][cH:16][c:17]([O:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][cH:27]1)[n:28]2[CH:29]1[CH2:30][CH2:31][CH2:32][CH2:33][CH2:34]1,,"[('b', 66, 208), ('b', 5, 208)]",2
