id,class,reactants>reagents>production
US05137890,UNK,CC(=O)[N:1]1[CH2:2][CH2:3][c:4]2[n:5][c:6]([NH:7][c:8]3[cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]3)[n:18][c:19](-[c:20]3[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]3)[c:27]2[CH2:28]1>>[NH:1]1[CH2:2][CH2:3][c:4]2[n:5][c:6]([NH:7][c:8]3[cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]3)[n:18][c:19](-[c:20]3[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]3)[c:27]2[CH2:28]1
US20090239848A1,UNK,O[C:1](=[O:2])[CH2:3][C:4](=[O:5])[NH:6][c:7]1[n:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][s:17]1.[O:18]=[C:19]([c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[C:26]([F:27])([F:28])[F:29])[N:30]1[CH2:31][CH2:32][NH:33][CH2:34][CH2:35]1>>[C:1](=[O:2])([CH2:3][C:4](=[O:5])[NH:6][c:7]1[n:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][s:17]1)[N:33]1[CH2:32][CH2:31][N:30]([C:19](=[O:18])[c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[C:26]([F:27])([F:28])[F:29])[CH2:35][CH2:34]1
US07642264B2,UNK,Cl[c:1]1[n:2][cH:3][cH:4][c:5](-[c:6]2[n:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][c:14](-[c:15]3[cH:16][cH:17][c:18]([F:19])[c:20]([F:21])[cH:22]3)[n:23]2)[cH:24]1.OB(O)[c:25]1[cH:26][cH:27][cH:28][c:29]([S:30]([NH:31][C:32]([CH3:33])([CH3:34])[CH3:35])(=[O:36])=[O:37])[cH:38]1>>[c:1]1(-[c:25]2[cH:26][cH:27][cH:28][c:29]([S:30]([NH:31][C:32]([CH3:33])([CH3:34])[CH3:35])(=[O:36])=[O:37])[cH:38]2)[n:2][cH:3][cH:4][c:5](-[c:6]2[n:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][c:14](-[c:15]3[cH:16][cH:17][c:18]([F:19])[c:20]([F:21])[cH:22]3)[n:23]2)[cH:24]1
US20150191439A1,UNK,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([S:6][CH2:7][CH3:8])[cH:9][cH:10]1.[NH2:11][C:12]12[CH2:13][CH:14]3[CH2:15][CH:16]([CH2:17][CH:18]([CH2:19]3)[CH2:20]1)[CH2:21]2>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([S:6][CH2:7][CH3:8])[cH:9][cH:10]1)[NH:11][C:12]12[CH2:13][CH:14]3[CH2:15][CH:16]([CH2:17][CH:18]([CH2:19]3)[CH2:20]1)[CH2:21]2
US08324216B2,UNK,I[c:1]1[n:2][n:3]([CH2:4][C:5]([N:6]2[CH2:7][CH2:8][N:9]([c:10]3[cH:11][c:12]([O:13][CH3:14])[c:15]([Cl:16])[cH:17][cH:18]3)[CH2:19][CH2:20]2)=[O:21])[c:22]([CH3:23])[c:24]1[Cl:25].[CH3:26][c:27]1[cH:28][nH:29][cH:30][n:31]1>>[c:1]1(-[n:29]2[cH:28][c:27]([CH3:26])[n:31][cH:30]2)[n:2][n:3]([CH2:4][C:5]([N:6]2[CH2:7][CH2:8][N:9]([c:10]3[cH:11][c:12]([O:13][CH3:14])[c:15]([Cl:16])[cH:17][cH:18]3)[CH2:19][CH2:20]2)=[O:21])[c:22]([CH3:23])[c:24]1[Cl:25]
US08044069B2,UNK,O[C:1](=[O:2])[CH2:3][N:4]1[CH2:5][CH2:6][CH2:7][C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[C:21]1=[O:22].[F:23][c:24]1[cH:25][cH:26][c:27]([CH:28]([c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]2)[N:36]2[CH2:37][CH2:38][NH:39][CH2:40][CH2:41]2)[cH:42][cH:43]1>>[C:1](=[O:2])([CH2:3][N:4]1[CH2:5][CH2:6][CH2:7][C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[C:21]1=[O:22])[N:39]1[CH2:38][CH2:37][N:36]([CH:28]([c:27]2[cH:26][cH:25][c:24]([F:23])[cH:43][cH:42]2)[c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]2)[CH2:41][CH2:40]1
US20140329863A1,UNK,O=[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[CH2:7]Br.[CH3:8][c:9]1[cH:10][cH:11][c:12]([NH:13][C:14]([NH2:15])=[S:16])[n:17][cH:18]1>>[c:1]1([C:2]([O:3][CH2:4][CH3:5])=[O:6])[cH:7][s:16][c:14]([NH:13][c:12]2[cH:11][cH:10][c:9]([CH3:8])[cH:18][n:17]2)[n:15]1
US20080269234A1,UNK,O=C(OCc1ccccc1)[N:1]1[CH2:2][CH2:3][CH2:4][N:5]([C:6]([c:7]2[c:8]([F:9])[cH:10][cH:11][c:12]([CH2:13][c:14]3[n:15][nH:16][c:17](=[O:18])[c:19]4[c:20]3[CH2:21][CH2:22][CH2:23][CH2:24]4)[cH:25]2)=[O:26])[CH2:27][CH2:28]1>>[NH:1]1[CH2:2][CH2:3][CH2:4][N:5]([C:6]([c:7]2[c:8]([F:9])[cH:10][cH:11][c:12]([CH2:13][c:14]3[n:15][nH:16][c:17](=[O:18])[c:19]4[c:20]3[CH2:21][CH2:22][CH2:23][CH2:24]4)[cH:25]2)=[O:26])[CH2:27][CH2:28]1
US08552039B2,UNK,C[Si](C)(C)[C:1]#[C:2][c:3]1[c:4]([O:5][CH3:6])[cH:7][cH:8][cH:9][cH:10]1>>[CH:1]#[C:2][c:3]1[c:4]([O:5][CH3:6])[cH:7][cH:8][cH:9][cH:10]1
US20130005744A1,UNK,Br[c:1]1[cH:2][c:3]([O:4][CH3:5])[c:6]([O:7][CH3:8])[n:9][c:10]1-[c:11]1[cH:12][cH:13][cH:14][c:15](-[c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22]1.[C-:23]#[N:24]>>[c:1]1([C:23]#[N:24])[cH:2][c:3]([O:4][CH3:5])[c:6]([O:7][CH3:8])[n:9][c:10]1-[c:11]1[cH:12][cH:13][cH:14][c:15](-[c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22]1
US20140011881A1,UNK,C[O:1][C:2]([CH:3]=[CH:4][c:5]1[c:6]([O:7][CH2:8][CH2:9][CH3:10])[cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18]1)=[O:19]>>[OH:1][C:2]([CH:3]=[CH:4][c:5]1[c:6]([O:7][CH2:8][CH2:9][CH3:10])[cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18]1)=[O:19]
US04500341,UNK,C[O:1][C:2](=[O:3])[C:4]([CH3:5])([O:6][c:7]1[cH:8][cH:9][cH:10][c:11]([O:12][c:13]2[c:14]([Cl:15])[cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][c:23]2[Cl:24])[cH:25]1)[N+:26](=[O:27])[O-:28]>>[OH:1][C:2](=[O:3])[C:4]([CH3:5])([O:6][c:7]1[cH:8][cH:9][cH:10][c:11]([O:12][c:13]2[c:14]([Cl:15])[cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][c:23]2[Cl:24])[cH:25]1)[N+:26](=[O:27])[O-:28]
US20150111894A1,UNK,CC(C)(C)[Si](C)(C)[O:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7](-[n:8]2[cH:9][n:10][c:11]3[o:12][c:13](-[c:14]4[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]4)[cH:21][c:22]3[c:23]2=[O:24])[cH:25][cH:26]1>>[OH:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7](-[n:8]2[cH:9][n:10][c:11]3[o:12][c:13](-[c:14]4[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]4)[cH:21][c:22]3[c:23]2=[O:24])[cH:25][cH:26]1
US20060167023A1,UNK,O[C:1]([c:2]1[c:3]([O:4][CH:5]([CH3:6])[CH3:7])[cH:8][cH:9][c:10]([S:11]([CH3:12])(=[O:13])=[O:14])[cH:15]1)=[O:16].[Cl:17][c:18]1[cH:19][cH:20][c:21]2[c:22]([cH:23]1)[NH:24][CH2:25][CH2:26][CH2:27]2>>[C:1]([c:2]1[c:3]([O:4][CH:5]([CH3:6])[CH3:7])[cH:8][cH:9][c:10]([S:11]([CH3:12])(=[O:13])=[O:14])[cH:15]1)(=[O:16])[N:24]1[c:22]2[c:21]([cH:20][cH:19][c:18]([Cl:17])[cH:23]2)[CH2:27][CH2:26][CH2:25]1
US05093373,UNK,Cl[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:14]1.[CH3:15][C:16]([CH3:17])([CH2:18][OH:19])[CH2:20][Cl:21]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:14]1)[O:19][CH2:18][C:16]([CH3:15])([CH3:17])[CH2:20][Cl:21]
US20110118236A1,UNK,Br[CH2:1][CH2:2][NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10].[F:11][C:12]([F:13])([F:14])[c:15]1[n:16][nH:17][c:18]2[c:19]1[CH2:20][CH2:21][CH2:22][CH2:23]2>>[CH2:1]([CH2:2][NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[n:17]1[n:16][c:15]([C:12]([F:11])([F:13])[F:14])[c:19]2[c:18]1[CH2:23][CH2:22][CH2:21][CH2:20]2
US07301032B2,UNK,Cl[c:1]1[s:2][n:3][c:4]([S:5][CH3:6])[n:7]1.I[CH:8]1[CH2:9][CH2:10][CH2:11][CH:12]([CH2:13][CH3:14])[CH2:15]1>>[c:1]1([CH:8]2[CH2:9][CH2:10][CH2:11][CH:12]([CH2:13][CH3:14])[CH2:15]2)[s:2][n:3][c:4]([S:5][CH3:6])[n:7]1
US20040014802A1,UNK,O=[N+:1]([O-])[c:2]1[c:3]2[nH:4][n:5][c:6]([NH:7][C:8]([CH2:9][CH2:10][CH3:11])=[O:12])[c:13]2[cH:14][cH:15][c:16]1[Br:17]>>[NH2:1][c:2]1[c:3]2[nH:4][n:5][c:6]([NH:7][C:8]([CH2:9][CH2:10][CH3:11])=[O:12])[c:13]2[cH:14][cH:15][c:16]1[Br:17]
US20140275026A1,UNK,I[c:1]1[c:2]2[cH:3][cH:4][n:5][c:6]([O:7][CH3:8])[c:9]2[nH:10][cH:11]1.OB(O)[c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[O:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1>>[c:1]1(-[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[O:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:2]2[cH:3][cH:4][n:5][c:6]([O:7][CH3:8])[c:9]2[nH:10][cH:11]1
US05629322,UNK,[N-]=[N+]=[N:1][CH2:2][C@@H:3]([C@H:4]([CH2:5][CH2:6][CH:7]=[C:8]([CH3:9])[CH3:10])[CH3:11])[CH3:12]>>[NH2:1][CH2:2][C@@H:3]([C@H:4]([CH2:5][CH2:6][CH:7]=[C:8]([CH3:9])[CH3:10])[CH3:11])[CH3:12]
US20150232469A1,UNK,Br[c:1]1[c:2]([F:3])[cH:4][cH:5][cH:6][cH:7]1.CON(C)[C:8](=[O:9])[CH:10]1[CH2:11][CH2:12][N:13]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:21][CH2:22]1>>[c:1]1([C:8](=[O:9])[CH:10]2[CH2:11][CH2:12][N:13]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:21][CH2:22]2)[c:2]([F:3])[cH:4][cH:5][cH:6][cH:7]1
US20080234199A1,UNK,CC(C)(C)[O:1][C:2](/[CH:3]=[CH:4]/[c:5]1[cH:6][cH:7][c:8]([C:9]([CH2:10][CH3:11])=[C:12]([c:13]2[cH:14][cH:15][c:16]([OH:17])[cH:18][cH:19]2)[c:20]2[cH:21][cH:22][c:23]([OH:24])[cH:25][cH:26]2)[cH:27][cH:28]1)=[O:29]>>[OH:1][C:2](/[CH:3]=[CH:4]/[c:5]1[cH:6][cH:7][c:8]([C:9]([CH2:10][CH3:11])=[C:12]([c:13]2[cH:14][cH:15][c:16]([OH:17])[cH:18][cH:19]2)[c:20]2[cH:21][cH:22][c:23]([OH:24])[cH:25][cH:26]2)[cH:27][cH:28]1)=[O:29]
US08076332B2,UNK,CS(=O)(=O)O[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1.[CH3:18][N:19]([CH3:20])[CH2:21][CH2:22][NH2:23]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1)[NH:23][CH2:22][CH2:21][N:19]([CH3:18])[CH3:20]
US20140171405A1,UNK,CC1(C)OB([c:1]2[cH:2][n:3]([CH3:4])[n:5][cH:6]2)OC1(C)C.I[c:7]1[c:8]2[cH:9][cH:10][c:11]([Cl:12])[n:13][c:14]2[n:15]([CH:16]2[CH2:17][CH2:18][CH2:19][CH2:20][O:21]2)[n:22]1>>[c:1]1(-[c:7]2[c:8]3[cH:9][cH:10][c:11]([Cl:12])[n:13][c:14]3[n:15]([CH:16]3[CH2:17][CH2:18][CH2:19][CH2:20][O:21]3)[n:22]2)[cH:2][n:3]([CH3:4])[n:5][cH:6]1
US20150282482A1,UNK,Br[c:1]1[cH:2][cH:3][c:4]2[cH:5][c:6]([C:7]([O:8][CH3:9])=[O:10])[s:11][c:12]2[cH:13]1.[CH:14]#[C:15][Si:16]([CH3:17])([CH3:18])[CH3:19]>>[c:1]1([C:14]#[C:15][Si:16]([CH3:17])([CH3:18])[CH3:19])[cH:2][cH:3][c:4]2[cH:5][c:6]([C:7]([O:8][CH3:9])=[O:10])[s:11][c:12]2[cH:13]1
US06605744B2,UNK,O=[C:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[c:9]1[cH:10][cH:11][c:12]([CH2:13][CH2:14][I:15])[cH:16][cH:17]1>>[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[c:9]1[cH:10][cH:11][c:12]([CH2:13][CH2:14][I:15])[cH:16][cH:17]1
US20070066624A1,UNK,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([S:6][c:7]2[cH:8][cH:9][c:10]([C:11]([O:12][CH3:13])=[O:14])[cH:15][cH:16]2)[n:17][c:18]1[CH3:19].[CH3:20][CH2:21][CH2:22][CH2:23][CH:24]1[CH2:25][N:26]([CH:27]2[CH2:28][CH2:29][O:30][CH2:31][CH2:32]2)[C:33](=[O:34])[N:35]1[CH:36]1[CH2:37][CH2:38][NH:39][CH2:40][CH2:41]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([S:6][c:7]2[cH:8][cH:9][c:10]([C:11]([O:12][CH3:13])=[O:14])[cH:15][cH:16]2)[n:17][c:18]1[CH3:19])[N:39]1[CH2:38][CH2:37][CH:36]([N:35]2[CH:24]([CH2:23][CH2:22][CH2:21][CH3:20])[CH2:25][N:26]([CH:27]3[CH2:28][CH2:29][O:30][CH2:31][CH2:32]3)[C:33]2=[O:34])[CH2:41][CH2:40]1
US20110237573A1,UNK,Br[c:1]1[cH:2][cH:3][c:4](-[c:5]2[cH:6][c:7]([F:8])[n:9][cH:10][cH:11]2)[c:12]([F:13])[cH:14]1.[Zn+][CH2:15][C:16]([O:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22]>>[c:1]1([CH2:15][C:16]([O:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22])[cH:2][cH:3][c:4](-[c:5]2[cH:6][c:7]([F:8])[n:9][cH:10][cH:11]2)[c:12]([F:13])[cH:14]1
US20060142315A1,UNK,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[CH:8]#[C:9][CH2:10][CH2:11][CH2:12][C:13](=[O:14])[OH:15]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:15][C:13]([CH2:12][CH2:11][CH2:10][C:9]#[CH:8])=[O:14]
US20090054431A1,UNK,[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][c:11]3[nH:12][cH:13][n:14][c:15]3[cH:16]2)[cH:17][cH:18]1>>[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][c:11]3[nH:12][cH:13][n:14][c:15]3[cH:16]2)[cH:17][cH:18]1
US20110086882A1,UNK,IC[I:1].N[c:2]1[c:3]([Cl:4])[cH:5][c:6]([C:7]([O:8][CH2:9][CH3:10])=[O:11])[cH:12][c:13]1[O:14][CH3:15]>>[I:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([C:7]([O:8][CH2:9][CH3:10])=[O:11])[cH:12][c:13]1[O:14][CH3:15]
US08338605B2,UNK,O=[N+:1]([O-])[c:2]1[c:3](-[c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[cH:10][cH:11][c:12]([C:13]([O:14][CH3:15])=[O:16])[cH:17]1>>[NH2:1][c:2]1[c:3](-[c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[cH:10][cH:11][c:12]([C:13]([O:14][CH3:15])=[O:16])[cH:17]1
US20080275022A1,UNK,O=[N+:1]([O-])[c:2]1[c:3]([CH3:4])[cH:5][cH:6][c:7]([NH:8][C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16]1>>[NH2:1][c:2]1[c:3]([CH3:4])[cH:5][cH:6][c:7]([NH:8][C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16]1
US20090143354A1,UNK,CCCC[Sn](CCCC)(CCCC)[CH:1]=[CH2:2].Cl[c:3]1[n:4][c:5]2[cH:6][cH:7][c:8]([Cl:9])[c:10]([NH:11][C:12](=[O:13])[CH2:14][CH:15]3[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]3)[c:21]2[cH:22][cH:23]1>>[CH:1](=[CH2:2])[c:3]1[n:4][c:5]2[cH:6][cH:7][c:8]([Cl:9])[c:10]([NH:11][C:12](=[O:13])[CH2:14][CH:15]3[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]3)[c:21]2[cH:22][cH:23]1
US05086184,UNK,Cl[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][cH:8][c:9]1[O:10][CH3:11])=[O:12].[CH3:13][C:14](=[O:15])[O:16][CH2:17][C:18](=[O:19])[O:20][CH2:21][C:22]([CH3:23])([CH3:24])[c:25]1[n:26][n:27][c:28]([NH2:29])[s:30]1>>[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][cH:8][c:9]1[O:10][CH3:11])(=[O:12])[NH:29][c:28]1[n:27][n:26][c:25]([C:22]([CH2:21][O:20][C:18]([CH2:17][O:16][C:14]([CH3:13])=[O:15])=[O:19])([CH3:23])[CH3:24])[s:30]1
US20110275586A1,UNK,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[O:9]=[C:10]([NH:11][CH2:12][CH2:13][C@H:14]([OH:15])[C:16](=[O:17])[OH:18])[O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[O:15][C@@H:14]([CH2:13][CH2:12][NH:11][C:10](=[O:9])[O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[C:16](=[O:17])[OH:18]
US06432950B1,UNK,Cl[c:1]1[n:2][c:3](-[c:4]2[cH:5][cH:6][n:7][cH:8][cH:9]2)[n:10][c:11]2[s:12][c:13]([CH3:14])[c:15]([Cl:16])[c:17]12.[NH2:18][CH2:19][c:20]1[cH:21][cH:22][c:23]([Cl:24])[c:25]([Cl:26])[cH:27]1>>[c:1]1([NH:18][CH2:19][c:20]2[cH:21][cH:22][c:23]([Cl:24])[c:25]([Cl:26])[cH:27]2)[n:2][c:3](-[c:4]2[cH:5][cH:6][n:7][cH:8][cH:9]2)[n:10][c:11]2[s:12][c:13]([CH3:14])[c:15]([Cl:16])[c:17]12
US20130045962A1,UNK,O[C:1]([C@@H:2]([CH2:3][N:4]([CH:5]=[O:6])[O:7][CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[CH2:15][CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20]1)=[O:21].[CH3:22][c:23]1[n:24][c:25]([NH:26][NH2:27])[c:28]([F:29])[c:30]([N:31]2[CH2:32][CH2:33][N:34]([CH3:35])[CH2:36][C@@H:37]2[CH3:38])[n:39]1>>[C:1]([C@@H:2]([CH2:3][N:4]([CH:5]=[O:6])[O:7][CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[CH2:15][CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20]1)(=[O:21])[NH:27][NH:26][c:25]1[n:24][c:23]([CH3:22])[n:39][c:30]([N:31]2[CH2:32][CH2:33][N:34]([CH3:35])[CH2:36][C@@H:37]2[CH3:38])[c:28]1[F:29]
US20080076924A1,UNK,Cl[C:1](=[O:2])[O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[NH2:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[NH2:19]>>[C:1](=[O:2])([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[NH:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[NH2:19]
US06476076B1,UNK,Cl[CH2:1][O:2][CH3:3].[CH3:4][O:5][c:6]1[cH:7][c:8]([C:9]#[N:10])[cH:11][cH:12][c:13]1[OH:14]>>[CH2:1]([O:2][CH3:3])[O:14][c:13]1[c:6]([O:5][CH3:4])[cH:7][c:8]([C:9]#[N:10])[cH:11][cH:12]1
US07005443B1,UNK,Cl[C:1](=[O:2])[O:3][CH2:4][CH:5]1[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2-[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]21.[CH3:18][CH:19]([NH2:20])[CH2:21][c:22]1[n:23][nH:24][c:25]2[cH:26][cH:27][c:28]([OH:29])[cH:30][c:31]12>>[C:1](=[O:2])([O:3][CH2:4][CH:5]1[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2-[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]21)[NH:20][CH:19]([CH3:18])[CH2:21][c:22]1[n:23][nH:24][c:25]2[cH:26][cH:27][c:28]([OH:29])[cH:30][c:31]12
US07893099B2,UNK,Br[c:1]1[cH:2][cH:3][c:4]([S:5]([C@H:6]2[CH2:7][C@H:8]([C:9]([NH:10][C:11]3([C:12]#[N:13])[CH2:14][CH2:15]3)=[O:16])[C@@H:17]([O:18][CH:19]3[CH2:20][CH2:21][S:22](=[O:23])(=[O:24])[CH2:25][CH2:26]3)[CH2:27]2)(=[O:28])=[O:29])[c:30]([C:31]([F:32])([F:33])[F:34])[cH:35]1.OB(O)[c:36]1[cH:37][c:38]([CH3:39])[n:40][cH:41][cH:42]1>>[c:1]1(-[c:36]2[cH:37][c:38]([CH3:39])[n:40][cH:41][cH:42]2)[cH:2][cH:3][c:4]([S:5]([C@H:6]2[CH2:7][C@H:8]([C:9]([NH:10][C:11]3([C:12]#[N:13])[CH2:14][CH2:15]3)=[O:16])[C@@H:17]([O:18][CH:19]3[CH2:20][CH2:21][S:22](=[O:23])(=[O:24])[CH2:25][CH2:26]3)[CH2:27]2)(=[O:28])=[O:29])[c:30]([C:31]([F:32])([F:33])[F:34])[cH:35]1
US04832736,UNK,O[C@H:1]([C:2]([O:3][CH3:4])=[O:5])[CH3:6].[OH:7][c:8]1[cH:9][cH:10][c:11]([O:12][c:13]2[n:14][cH:15][c:16]([Cl:17])[cH:18][c:19]2[F:20])[cH:21][cH:22]1>>[C@H:1]([C:2]([O:3][CH3:4])=[O:5])([CH3:6])[O:7][c:8]1[cH:9][cH:10][c:11]([O:12][c:13]2[n:14][cH:15][c:16]([Cl:17])[cH:18][c:19]2[F:20])[cH:21][cH:22]1
US20100173933A1,UNK,Br[c:1]1[cH:2][c:3]2[n:4][c:5]([CH2:6][O:7][c:8]3[cH:9][cH:10][c:11]([F:12])[c:13]([C:14]([NH2:15])=[O:16])[c:17]3[F:18])[s:19][c:20]2[cH:21][cH:22]1.CCCC[Sn](CCCC)(CCCC)[CH2:23][CH:24]=[CH2:25]>>[c:1]1([CH2:23][CH:24]=[CH2:25])[cH:2][c:3]2[n:4][c:5]([CH2:6][O:7][c:8]3[cH:9][cH:10][c:11]([F:12])[c:13]([C:14]([NH2:15])=[O:16])[c:17]3[F:18])[s:19][c:20]2[cH:21][cH:22]1
US20120190635A1,UNK,CC[Si](CC)(CC)[O:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([O:9][C:10]([CH3:11])=[O:12])[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]1>>[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([O:9][C:10]([CH3:11])=[O:12])[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]1
US04547499,UNK,Cl[CH2:1][CH2:2][CH2:3][CH2:4][n:5]1[c:6](=[O:7])[n:8]2[c:9]([n:10]1)[CH2:11][O:12][c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1-2.[O:19]=[c:20]1[nH:21][c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]2[n:28]1[CH:29]1[CH2:30][CH2:31][NH:32][CH2:33][CH2:34]1>>[CH2:1]([CH2:2][CH2:3][CH2:4][n:5]1[c:6](=[O:7])[n:8]2[c:9]([n:10]1)[CH2:11][O:12][c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1-2)[N:32]1[CH2:31][CH2:30][CH:29]([n:28]2[c:20](=[O:19])[nH:21][c:22]3[cH:23][cH:24][cH:25][cH:26][c:27]32)[CH2:34][CH2:33]1
