Unnamed: 0,Reactants,Products,Reagents,Labels,Frequency,Split,Mask
20882,[CH3:9][O:10][c:11]1[cH:12][c:13]2[c:14]([cH:15][c:16]1[OH:17])[C:18](=[O:19])[CH2:20][CH2:21]2.Br[CH2:1][CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8],[CH2:1]([CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8])[O:17][c:16]1[c:11]([O:10][CH3:9])[cH:12][c:13]2[c:14]([cH:15]1)[C:18](=[O:19])[CH2:20][CH2:21]2,,"[('b', 15, 542)]",924,train,1
20883,[CH3:2][CH2:3][c:4]1[cH:5][c:6]([O:7][CH2:8][C:9]#[N:10])[cH:11][cH:12][c:13]1[NH:14][c:15]1[cH:16][c:17]2[c:18]([cH:19][n:20]1)[n:21][cH:22][n:23]2[CH3:24].I[CH3:1],[CH3:1][N:14]([c:13]1[c:4]([CH2:3][CH3:2])[cH:5][c:6]([O:7][CH2:8][C:9]#[N:10])[cH:11][cH:12]1)[c:15]1[cH:16][c:17]2[c:18]([cH:19][n:20]1)[n:21][cH:22][n:23]2[CH3:24],,"[('b', 1, 519)]",258,train,1
20884,Cl[c:1]1[n:2][cH:3][n:4][c:5]2[c:6](-[c:7]3[cH:8][cH:9][cH:10][s:11]3)[cH:12][cH:13][cH:14][c:15]12.[CH3:16][c:17]1[n:18][cH:19][n:20](-[c:21]2[cH:22][cH:23][cH:24][c:25]([NH2:26])[cH:27]2)[c:28]1[CH3:29],[c:1]1([NH:26][c:25]2[cH:24][cH:23][cH:22][c:21](-[n:20]3[cH:19][n:18][c:17]([CH3:16])[c:28]3[CH3:29])[cH:27]2)[n:2][cH:3][n:4][c:5]2[c:6](-[c:7]3[cH:8][cH:9][cH:10][s:11]3)[cH:12][cH:13][cH:14][c:15]12,,"[('b', 1, 545)]",1916,train,1
20885,[CH3:4][O:5][c:6]1[cH:7][cH:8][cH:9][c:10]([CH2:11][CH2:12][NH2:13])[cH:14]1.CC(=O)O[C:2]([CH3:1])=[O:3],[CH3:1][C:2](=[O:3])[NH:13][CH2:12][CH2:11][c:10]1[cH:9][cH:8][cH:7][c:6]([O:5][CH3:4])[cH:14]1,,"[('b', 5, 514)]",174,train,1
20886,Cl[c:1]1[n:2][c:3]([C:4]([F:5])([F:6])[F:7])[cH:8][c:9](-[c:10]2[cH:11][c:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]2)[n:21]1.OB(O)[c:22]1[cH:23][cH:24][cH:25][c:26]([Br:27])[cH:28]1,[c:1]1(-[c:22]2[cH:23][cH:24][cH:25][c:26]([Br:27])[cH:28]2)[n:2][c:3]([C:4]([F:5])([F:6])[F:7])[cH:8][c:9](-[c:10]2[cH:11][c:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]2)[n:21]1,,"[('b', 0, 518)]",245,train,1
20887,[NH2:6][C@H:7]1[CH2:8][CH2:9][C@H:10]([CH2:11][CH2:12][N:13]2[CH2:14][CH2:15][CH:16]([c:17]3[cH:18][cH:19][cH:20][c:21]4[c:22]3[O:23][CH2:24][O:25]4)[CH2:26][CH2:27]2)[CH2:28][CH2:29]1.O[C:1]([CH:2]([CH3:3])[CH3:4])=[O:5],[C:1]([CH:2]([CH3:3])[CH3:4])(=[O:5])[NH:6][C@H:7]1[CH2:8][CH2:9][C@H:10]([CH2:11][CH2:12][N:13]2[CH2:14][CH2:15][CH:16]([c:17]3[cH:18][cH:19][cH:20][c:21]4[c:22]3[O:23][CH2:24][O:25]4)[CH2:26][CH2:27]2)[CH2:28][CH2:29]1,,"[('b', 9, 547)]",4537,train,1
20888,O[C:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([C:7](=[O:8])[N:9]([CH3:10])[CH3:11])[cH:12][cH:13]1)=[O:14].[NH2:15][c:16]1[cH:17][cH:18][c:19]([Cl:20])[c:21](-[c:22]2[cH:23][cH:24][cH:25][cH:26][n:27]2)[cH:28]1,[C:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([C:7](=[O:8])[N:9]([CH3:10])[CH3:11])[cH:12][cH:13]1)(=[O:14])[NH:15][c:16]1[cH:17][cH:18][c:19]([Cl:20])[c:21](-[c:22]2[cH:23][cH:24][cH:25][cH:26][n:27]2)[cH:28]1,,"[('b', 27, 547)]",4537,train,1
20889,CC(=O)[NH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([S:7][c:8]2[cH:9][n:10][c:11]([N:12]3[CH2:13][CH2:14][N:15]([CH3:16])[CH2:17][CH2:18]3)[n:19][c:20]2[O:21][CH2:22][c:23]2[cH:24][cH:25][cH:26][n:27][cH:28]2)[cH:29]1,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([S:7][c:8]2[cH:9][n:10][c:11]([N:12]3[CH2:13][CH2:14][N:15]([CH3:16])[CH2:17][CH2:18]3)[n:19][c:20]2[O:21][CH2:22][c:23]2[cH:24][cH:25][cH:26][n:27][cH:28]2)[cH:29]1,,"[('a', 0, 110)]",115,train,1
20890,Cl[C@H:1]([C:2]([NH:3][c:4]1[c:5]([OH:6])[c:7]([CH3:8])[cH:9][c:10]([CH3:11])[cH:12]1)=[O:13])[CH2:14][CH:15]([CH3:16])[CH3:17],[C@@H:1]1([CH2:14][CH:15]([CH3:16])[CH3:17])[C:2](=[O:13])[NH:3][c:4]2[c:5]([c:7]([CH3:8])[cH:9][c:10]([CH3:11])[cH:12]2)[O:6]1,,"[('b', 32, 538)]",782,train,1
20891,[cH:9]1[cH:10][n:11][c:12]([N:13]2[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]2)[n:19][cH:20]1.Br[CH2:1][CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8],[CH2:1]([CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8])[N:16]1[CH2:15][CH2:14][N:13]([c:12]2[n:11][cH:10][cH:9][cH:20][n:19]2)[CH2:18][CH2:17]1,,"[('b', 15, 543)]",955,train,1
20892,I[c:1]1[cH:2][cH:3][c:4]([N:5]2[CH2:6][CH2:7][CH:8]([NH:9][CH2:10][c:11]3[cH:12][cH:13][c:14]([Cl:15])[cH:16][c:17]3[Cl:18])[CH2:19]2)[n:20][cH:21]1.[CH:22]#[C:23][CH3:24],[c:1]1([C:22]#[C:23][CH3:24])[cH:2][cH:3][c:4]([N:5]2[CH2:6][CH2:7][C@H:8]([NH:9][CH2:10][c:11]3[cH:12][cH:13][c:14]([Cl:15])[cH:16][c:17]3[Cl:18])[CH2:19]2)[n:20][cH:21]1,,"[('b', 1, 516)]",212,train,1
20893,Br[CH2:1][CH2:2][CH2:3][c:4]1[n:5]2[n:6][cH:7][n:8][c:9]([NH2:10])[c:11]2[c:12]([Br:13])[cH:14]1.[CH2:15]1[CH2:16][O:17][CH2:18][CH2:19][NH:20]1,[CH2:1]([CH2:2][CH2:3][c:4]1[n:5]2[n:6][cH:7][n:8][c:9]([NH2:10])[c:11]2[c:12]([Br:13])[cH:14]1)[N:20]1[CH2:15][CH2:16][O:17][CH2:18][CH2:19]1,,"[('b', 27, 543)]",955,train,1
20894,[CH3:2][C:3]([CH3:4])([CH3:5])[O:6][C:7](=[O:8])[NH:9][C@H:10]1[CH2:11][CH2:12][S:13][C@H:14]2[CH2:15][CH2:16][CH2:17][C@@H:18]([CH2:19][OH:20])[N:21]2[C:22]1=[O:23].I[CH3:1],[CH3:1][O:20][CH2:19][C@@H:18]1[CH2:17][CH2:16][CH2:15][C@@H:14]2[S:13][CH2:12][CH2:11][C@H:10]([NH:9][C:7]([O:6][C:3]([CH3:2])([CH3:4])[CH3:5])=[O:8])[C:22](=[O:23])[N:21]21,,"[('b', 1, 525)]",307,train,1
20895,CC(C)(C)OC(=O)[N:1]([CH2:2][c:3]1[c:4]([CH2:5][CH:6]([CH2:7][C:8]([O:9][CH3:10])=[O:11])[C:12](=[O:13])[O:14][CH3:15])[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21]1)[CH2:22][C:23]([F:24])([F:25])[F:26],[NH:1]([CH2:2][c:3]1[c:4]([CH2:5][CH:6]([CH2:7][C:8]([O:9][CH3:10])=[O:11])[C:12](=[O:13])[O:14][CH3:15])[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21]1)[CH2:22][C:23]([F:24])([F:25])[F:26],,"[('a', 0, 123)]",1493,train,1
20896,[CH3:4][CH:5]([CH3:6])[n:7]1[n:8][cH:9][n:10][c:11]1-[c:12]1[cH:13][c:14]2[n:15]([n:16]1)-[c:17]1[cH:18][c:19]([CH:20]3[CH2:21][NH:22][CH2:23]3)[cH:24][cH:25][c:26]1[O:27][CH2:28][CH2:29]2.CC(=O)O[C:2]([CH3:1])=[O:3],[CH3:1][C:2](=[O:3])[N:22]1[CH2:21][CH:20]([c:19]2[cH:18][c:17]3[c:26]([cH:25][cH:24]2)[O:27][CH2:28][CH2:29][c:14]2[cH:13][c:12](-[c:11]4[n:7]([CH:5]([CH3:4])[CH3:6])[n:8][cH:9][n:10]4)[n:16][n:15]2-3)[CH2:23]1,,"[('b', 5, 514)]",174,train,1
20897,Cl[C:1](=[O:2])[C:3](=[O:4])[c:5]1[cH:6][nH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12.[CH3:14][c:15]1[cH:16][cH:17][cH:18][c:19]([OH:20])[cH:21]1,[C:1](=[O:2])([C:3](=[O:4])[c:5]1[cH:6][nH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12)[O:20][c:19]1[cH:18][cH:17][cH:16][c:15]([CH3:14])[cH:21]1,,"[('b', 25, 538)]",782,train,1
20898,[CH3:4][CH2:5][O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1-[n:13]1[c:14](=[O:15])[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[n:22][c:23]1[CH:24]([CH3:25])[N:26]1[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]1.CC(=O)O[C:2]([CH3:1])=[O:3],[CH3:1][C:2](=[O:3])[N:29]1[CH2:28][CH2:27][N:26]([CH:24]([c:23]2[n:13](-[c:12]3[c:7]([O:6][CH2:5][CH3:4])[cH:8][cH:9][cH:10][cH:11]3)[c:14](=[O:15])[c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[n:22]2)[CH3:25])[CH2:31][CH2:30]1,,"[('b', 5, 514)]",174,train,1
20899,[O:8]=[N+:9]([O-:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1.O[CH2:1][CH2:2][N:3]1[CH2:4][CH2:5][CH2:6][CH2:7]1,[CH2:1]([CH2:2][N:3]1[CH2:4][CH2:5][CH2:6][CH2:7]1)[O:15][c:14]1[cH:13][cH:12][c:11]([N+:9](=[O:8])[O-:10])[cH:17][cH:16]1,,"[('b', 13, 539)]",804,train,1
20900,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH2:4][C@H:5]([NH:6][CH2:7][c:8]2[c:9]([O:10][CH3:11])[cH:12][cH:13][c:14]([C:15]([CH3:16])([CH3:17])[C:18]#[C:19][C:20]([F:21])([F:22])[F:23])[cH:24]2)[C@@H:25]1[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,[NH:1]1[CH2:2][CH2:3][CH2:4][C@H:5]([NH:6][CH2:7][c:8]2[c:9]([O:10][CH3:11])[cH:12][cH:13][c:14]([C:15]([CH3:16])([CH3:17])[C:18]#[C:19][C:20]([F:21])([F:22])[F:23])[cH:24]2)[C@@H:25]1[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,,"[('a', 0, 123)]",1493,train,1
20901,Br[c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7]1([CH2:8][C:9]([CH3:10])([CH3:11])[CH2:12]2)[N:13]=[C:14]([NH2:15])[N:16]([CH2:17][C:18]([F:19])([F:20])[F:21])[C:22]1=[O:23].OB(O)[c:24]1[cH:25][n:26][cH:27][n:28][cH:29]1,[c:1]1(-[c:24]2[cH:25][n:26][cH:27][n:28][cH:29]2)[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7]1([CH2:8][C:9]([CH3:10])([CH3:11])[CH2:12]2)[N:13]=[C:14]([NH2:15])[N:16]([CH2:17][C:18]([F:19])([F:20])[F:21])[C:22]1=[O:23],,"[('b', 0, 541)]",900,train,1
20902,I[CH2:1][CH:2]1[CH2:3][CH2:4][CH:5]([c:6]2[n:7]([CH3:8])[n:9][cH:10][c:11]2[N+:12](=[O:13])[O-:14])[O:15]1.[N-:16]=[N+:17]=[N-:18],[CH2:1]([CH:2]1[CH2:3][CH2:4][CH:5]([c:6]2[n:7]([CH3:8])[n:9][cH:10][c:11]2[N+:12](=[O:13])[O-:14])[O:15]1)[N:16]=[N+:17]=[N-:18],,"[('b', 29, 431)]",24,train,1
20903,OB(O)[c:8]1[cH:9][cH:10][c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][cH:17]1.Cl[c:1]1[cH:2][c:3](=[O:4])[nH:5][n:6][cH:7]1,[c:1]1(-[c:8]2[cH:9][cH:10][c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][cH:17]2)[cH:2][c:3](=[O:4])[nH:5][n:6][cH:7]1,,"[('b', 0, 518)]",245,train,1
20904,CC[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][C:11]([CH3:12])([CH3:13])[CH:14]([c:15]1[cH:16][cH:17][cH:18][c:19]([C:20](=[O:21])[NH:22][c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[cH:29]1)[NH:30]2,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][C:11]([CH3:12])([CH3:13])[CH:14]([c:15]1[cH:16][cH:17][cH:18][c:19]([C:20](=[O:21])[NH:22][c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[cH:29]1)[NH:30]2,,"[('a', 0, 121)]",1123,train,1
20905,CO[C:1](=[O:2])[c:3]1[n:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([C:11]#[C:12][C@:13]3([OH:14])[CH2:15][CH2:16][N:17]([CH3:18])[C:19]3=[O:20])[cH:21]2)[cH:22][c:23](-[c:24]2[cH:25][cH:26][n:27][n:28]2[CH3:29])[n:30]1.[NH3:31],[C:1](=[O:2])([c:3]1[n:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([C:11]#[C:12][C@:13]3([OH:14])[CH2:15][CH2:16][N:17]([CH3:18])[C:19]3=[O:20])[cH:21]2)[cH:22][c:23](-[c:24]2[cH:25][cH:26][n:27][n:28]2[CH3:29])[n:30]1)[NH2:31],,"[('b', 59, 522)]",271,train,1
20906,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1=[C:8]([c:9]2[cH:10][cH:11][c:12]([F:13])[c:14]([F:15])[cH:16]2)[CH2:17][CH2:18][CH2:19][c:20]2[c:21]1[cH:22][cH:23][c:24]([OH:25])[cH:26]2.[CH3:27][NH:28][CH2:29][CH2:30][CH2:31][CH2:32][S:33](=[O:34])(=[O:35])[CH2:36][CH2:37][CH2:38][C:39]([F:40])([F:41])[C:42]([F:43])([F:44])[F:45],[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1=[C:8]([c:9]2[cH:10][cH:11][c:12]([F:13])[c:14]([F:15])[cH:16]2)[CH2:17][CH2:18][CH2:19][c:20]2[c:21]1[cH:22][cH:23][c:24]([OH:25])[cH:26]2)[N:28]([CH3:27])[CH2:29][CH2:30][CH2:31][CH2:32][S:33](=[O:34])(=[O:35])[CH2:36][CH2:37][CH2:38][C:39]([F:40])([F:41])[C:42]([F:43])([F:44])[F:45],,"[('b', 51, 543)]",955,train,1
20907,c1ccc([P+](c2ccccc2)(c2ccccc2)[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][C:14](=[O:15])[OH:16])cc1.O=[CH:1]/[CH:2]=[CH:3]/[CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],[CH:1]([CH:2]=[CH:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])=[CH:9][CH2:10][CH2:11][CH2:12][CH2:13][C:14](=[O:15])[OH:16],,"[('b', 14, 508)]",142,train,1
20908,[O:8]=[C:9]1[O:10][C:11]2([CH2:12][CH2:13][N:14]([C:15](=[O:16])[c:17]3[cH:18][nH:19][c:20]4[cH:21][c:22]([Cl:23])[cH:24][cH:25][c:26]34)[CH2:27][CH2:28]2)[c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][c:35]21.O[CH2:1][c:2]1[n:3]([CH3:4])[cH:5][n:6][cH:7]1,[CH2:1]([c:2]1[n:3]([CH3:4])[cH:5][n:6][cH:7]1)[n:19]1[cH:18][c:17]([C:15]([N:14]2[CH2:13][CH2:12][C:11]3([O:10][C:9](=[O:8])[c:35]4[c:29]3[cH:30][cH:31][c:32]([F:33])[cH:34]4)[CH2:28][CH2:27]2)=[O:16])[c:26]2[c:20]1[cH:21][c:22]([Cl:23])[cH:24][cH:25]2,,"[('b', 13, 440)]",27,train,1
20909,Cl[c:1]1[c:2]([NH:3][CH:4]([CH3:5])[CH3:6])[c:7]([Cl:8])[cH:9][n:10][n:11]1.[CH2:12]1[CH2:13][NH:14][CH2:15][CH2:16][NH:17]1,[c:1]1([N:14]2[CH2:13][CH2:12][NH:17][CH2:16][CH2:15]2)[c:2]([NH:3][CH:4]([CH3:5])[CH3:6])[c:7]([Cl:8])[cH:9][n:10][n:11]1,,"[('b', 1, 545)]",1916,train,1
20910,[CH3:9][N:10]([CH3:11])[C:12](=[O:13])[CH:14]([CH2:15][c:16]1[cH:17][cH:18][cH:19][c:20]([OH:21])[cH:22]1)[NH:23][C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30].OB(O)[c:1]1[cH:2][cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8]1,[c:1]1([O:21][c:20]2[cH:19][cH:18][cH:17][c:16]([CH2:15][CH:14]([C:12]([N:10]([CH3:9])[CH3:11])=[O:13])[NH:23][C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30])[cH:22]2)[cH:2][cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8]1,,"[('b', 1, 442)]",28,train,1
20911,OB(O)[c:8]1[c:9]([O:10][CH3:11])[cH:12][cH:13][cH:14][cH:15]1.Cl[c:1]1[cH:2][c:3]([Cl:4])[n:5][cH:6][n:7]1,[c:1]1(-[c:8]2[c:9]([O:10][CH3:11])[cH:12][cH:13][cH:14][cH:15]2)[cH:2][c:3]([Cl:4])[n:5][cH:6][n:7]1,,"[('b', 0, 518)]",245,train,1
20912,[CH3:9][O:10][c:11]1[cH:12][cH:13][c:14](-[c:15]2[n:16][c:17]3[c:18]([C:19](=[O:20])[N:21]4[CH2:22][CH2:23][NH:24][CH2:25][C@H:26]4[CH3:27])[cH:28][n:29][n:30]3[c:31]([C:32]([F:33])([F:34])[F:35])[c:36]2[CH3:37])[cH:38][cH:39]1.O[C@H:1]([CH3:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1,[C@H:1]([CH3:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1)[N:24]1[CH2:23][CH2:22][N:21]([C:19]([c:18]2[c:17]3[n:16][c:15](-[c:14]4[cH:13][cH:12][c:11]([O:10][CH3:9])[cH:39][cH:38]4)[c:36]([CH3:37])[c:31]([C:32]([F:33])([F:34])[F:35])[n:30]3[n:29][cH:28]2)=[O:20])[C@H:26]([CH3:27])[CH2:25]1,,"[('b', 15, 274)]",4,train,1
20913,C[O:1][C:2](=[O:3])[C@:4]([CH3:5])([CH2:6][CH:7]1[CH2:8][N:9]=[C:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[N:23]1[CH3:24])[NH:25][C:26](=[O:27])[O:28][CH:29]1[CH:30]2[CH2:31][CH:32]3[CH2:33][CH:34]([CH2:35]2)[CH2:36][CH:37]1[CH2:38]3,[OH:1][C:2](=[O:3])[C@:4]([CH3:5])([CH2:6][CH:7]1[CH2:8][N:9]=[C:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[N:23]1[CH3:24])[NH:25][C:26](=[O:27])[O:28][CH:29]1[CH:30]2[CH2:31][CH:32]3[CH2:33][CH:34]([CH2:35]2)[CH2:36][CH:37]1[CH2:38]3,,"[('a', 0, 124)]",1797,train,1
20914,Br[CH2:1][C@H:2]([CH2:3][O:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH3:18])[O:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH3:33].[CH3:34][NH:35][CH3:36],[CH2:1]([C@H:2]([CH2:3][O:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH3:18])[O:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH3:33])[N:35]([CH3:34])[CH3:36],,"[('b', 65, 543)]",955,train,1
20915,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([S:7](=[O:8])(=[O:9])[NH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[cH:23][cH:24]1.[CH3:25][C:26]([CH3:27])([CH3:28])[O:29][C:30](=[O:31])[N:32]1[CH2:33][CH2:34][CH:35]([CH2:36][NH:37][C:38](=[O:39])[CH2:40][NH2:41])[CH2:42][CH2:43]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([S:7](=[O:8])(=[O:9])[NH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[cH:23][cH:24]1)[NH:41][CH2:40][C:38]([NH:37][CH2:36][CH:35]1[CH2:34][CH2:33][N:32]([C:30]([O:29][C:26]([CH3:25])([CH3:27])[CH3:28])=[O:31])[CH2:43][CH2:42]1)=[O:39],,"[('b', 47, 547)]",4537,train,1
20916,O=[C:1]([CH3:2])[CH2:3][CH2:4][C:5](=O)[CH3:6].[NH2:7][CH2:8][CH2:9][OH:10],[c:1]1([CH3:2])[cH:3][cH:4][c:5]([CH3:6])[n:7]1[CH2:8][CH2:9][OH:10],,"[('b', 18, 491), ('b', 11, 491), ('b', 4, 491), ('b', 5, 491)]",34,train,1
20917,Cl[c:1]1[n:2][c:3]2[s:4][c:5]([CH3:6])[c:7]([CH3:8])[c:9]2[c:10]([NH:11][CH2:12][CH2:13][c:14]2[cH:15][cH:16][c:17]3[c:18]([cH:19]2)[O:20][CH2:21][O:22]3)[n:23]1.[cH:24]1[cH:25][n:26][nH:27][cH:28]1,[c:1]1(-[n:27]2[n:26][cH:25][cH:24][cH:28]2)[n:2][c:3]2[s:4][c:5]([CH3:6])[c:7]([CH3:8])[c:9]2[c:10]([NH:11][CH2:12][CH2:13][c:14]2[cH:15][cH:16][c:17]3[c:18]([cH:19]2)[O:20][CH2:21][O:22]3)[n:23]1,,"[('b', 1, 499)]",91,train,1
20918,CO[C:1](=[O:2])[c:3]1[cH:4][c:5]2[n:6][c:7]([NH:8][c:9]3[c:10]([CH3:11])[cH:12][cH:13][cH:14][c:15]3[Cl:16])[nH:17][c:18]2[c:19]2[c:20]1[O:21][C:22]([CH3:23])([CH3:24])[CH2:25]2.[NH2:26][c:27]1[cH:28][c:29]([F:30])[c:31]([F:32])[cH:33][c:34]1[F:35],[C:1](=[O:2])([c:3]1[cH:4][c:5]2[n:6][c:7]([NH:8][c:9]3[c:10]([CH3:11])[cH:12][cH:13][cH:14][c:15]3[Cl:16])[nH:17][c:18]2[c:19]2[c:20]1[O:21][C:22]([CH3:23])([CH3:24])[CH2:25]2)[NH:26][c:27]1[cH:28][c:29]([F:30])[c:31]([F:32])[cH:33][c:34]1[F:35],,"[('b', 49, 522)]",271,train,1
20919,[CH3:5][c:6]1[cH:7][cH:8][c:9]([S:10](=[O:11])(=[O:12])[NH:13][NH2:14])[cH:15][cH:16]1.O=[CH:1][CH:2]([Cl:3])[Cl:4],[CH:1]([CH:2]([Cl:3])[Cl:4])=[N:14][NH:13][S:10]([c:9]1[cH:8][cH:7][c:6]([CH3:5])[cH:16][cH:15]1)(=[O:11])=[O:12],,"[('b', 7, 531)]",446,train,1
20920,C[O:1][c:2]1[c:3]2[n:4][n:5][c:6]([CH2:7][CH3:8])[n:9]2[c:10]2[c:11]([n:12]1)[cH:13][c:14]([O:15][CH3:16])[cH:17][cH:18]2,[OH:1][c:2]1[c:3]2[n:4][n:5][c:6]([CH2:7][CH3:8])[n:9]2[c:10]2[c:11]([n:12]1)[cH:13][c:14]([O:15][CH3:16])[cH:17][cH:18]2,,"[('a', 0, 124)]",1797,train,1
20921,I[c:1]1[cH:2][n:3][n:4]2[c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][c:11](-[c:12]3[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]3)[n:22][c:23]12.[CH:24]#[C:25][Si:26]([CH3:27])([CH3:28])[CH3:29],[c:1]1([C:24]#[C:25][Si:26]([CH3:27])([CH3:28])[CH3:29])[cH:2][n:3][n:4]2[c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][c:11](-[c:12]3[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]3)[n:22][c:23]12,,"[('b', 1, 516)]",212,train,1
20922,O=C(O[C:1](=[O:2])[C:3]([F:4])([F:5])[F:6])C(F)(F)F.[CH3:7][S:8][c:9]1[n:10][c:11]2[cH:12][c:13]([NH2:14])[cH:15][cH:16][c:17]2[s:18]1,[C:1](=[O:2])([C:3]([F:4])([F:5])[F:6])[NH:14][c:13]1[cH:12][c:11]2[n:10][c:9]([S:8][CH3:7])[s:18][c:17]2[cH:16][cH:15]1,,"[('b', 11, 494)]",76,train,1
20923,[CH3:4][c:5]1[cH:6][c:7]([N:8]2[CH2:9][CH2:10][CH2:11][C:12]2=[O:13])[cH:14][cH:15][c:16]1-[c:17]1[cH:18][cH:19][c:20]([C:21](=[O:22])[N:23]2[CH2:24][CH2:25][c:26]3[cH:27][c:28]4[c:29]([cH:30][c:31]32)[C:32]2([CH2:33][CH2:34][NH:35][CH2:36][CH2:37]2)[CH2:38][O:39]4)[cH:40][cH:41]1.Br[CH2:1][CH2:2][CH3:3],[CH2:1]([CH2:2][CH3:3])[N:35]1[CH2:34][CH2:33][C:32]2([c:29]3[c:28]([cH:27][c:26]4[c:31]([cH:30]3)[N:23]([C:21]([c:20]3[cH:19][cH:18][c:17](-[c:16]5[c:5]([CH3:4])[cH:6][c:7]([N:8]6[CH2:9][CH2:10][CH2:11][C:12]6=[O:13])[cH:14][cH:15]5)[cH:41][cH:40]3)=[O:22])[CH2:24][CH2:25]4)[O:39][CH2:38]2)[CH2:37][CH2:36]1,,"[('b', 5, 543)]",955,train,1
