,Reactants,Products,Reagents,Labels,Frequency
22347,[CH:9]#[C:10][c:11]1[cH:12][c:13]([F:14])[cH:15][c:16]([O:17][c:18]2[cH:19][cH:20][cH:21][n:22][cH:23]2)[cH:24]1.I[c:1]1[cH:2][cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8]1,[c:1]1([C:9]#[C:10][c:11]2[cH:12][c:13]([F:14])[cH:15][c:16]([O:17][c:18]3[cH:19][cH:20][cH:21][n:22][cH:23]3)[cH:24]2)[cH:2][cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8]1,,"[('b', 1, 503)]",212
22348,F[c:1]1[c:2]([F:3])[cH:4][c:5]2[c:6](=[O:7])[c:8]([C:9](=[O:10])[OH:11])[cH:12][n:13]([N:14]([CH3:15])[CH3:16])[c:17]2[c:18]1[F:19].[CH2:20]1[CH2:21][NH:22][CH2:23][CH2:24][NH:25]1,[c:1]1([N:22]2[CH2:21][CH2:20][NH:25][CH2:24][CH2:23]2)[c:2]([F:3])[cH:4][c:5]2[c:6](=[O:7])[c:8]([C:9](=[O:10])[OH:11])[cH:12][n:13]([N:14]([CH3:15])[CH3:16])[c:17]2[c:18]1[F:19],,"[('b', 1, 515)]",393
22349,[CH3:8][O:9][c:10]1[cH:11][c:12]([C:13](=[O:14])[N:15]2[CH2:16][CH2:17][C:18]([CH2:19][CH2:20][N:21]3[CH2:22][CH2:23][CH:24]([NH:25][c:26]4[n:27][c:28]5[cH:29][cH:30][cH:31][cH:32][c:33]5[nH:34]4)[CH2:35][CH2:36]3)([c:37]3[cH:38][cH:39][c:40]([F:41])[c:42]([F:43])[cH:44]3)[CH2:45]2)[cH:46][c:47]([O:48][CH3:49])[c:50]1[O:51][CH3:52].Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[s:7]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([Cl:6])[s:7]1)[n:34]1[c:26]([NH:25][CH:24]2[CH2:23][CH2:22][N:21]([CH2:20][CH2:19][C:18]3([c:37]4[cH:38][cH:39][c:40]([F:41])[c:42]([F:43])[cH:44]4)[CH2:17][CH2:16][N:15]([C:13]([c:12]4[cH:11][c:10]([O:9][CH3:8])[c:50]([O:51][CH3:52])[c:47]([O:48][CH3:49])[cH:46]4)=[O:14])[CH2:45]3)[CH2:36][CH2:35]2)[n:27][c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]21,,"[('b', 13, 511)]",307
22350,Br[c:1]1[cH:2][c:3]([C:4](=[O:5])[OH:6])[cH:7][c:8]([Br:9])[cH:10]1.[SH:11][CH:12]1[CH2:13][CH2:14][CH2:15][CH2:16]1,[c:1]1([S:11][CH:12]2[CH2:13][CH2:14][CH2:15][CH2:16]2)[cH:2][c:3]([C:4](=[O:5])[OH:6])[cH:7][c:8]([Br:9])[cH:10]1,,"[('b', 1, 454)]",41
22351,O[C:1]([c:2]1[c:3](-[c:4]2[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]2)[cH:11][n:12]([CH3:13])[n:14]1)=[O:15].[cH:16]1[cH:17][n:18][c:19]2[cH:20][c:21]([CH2:22][CH:23]3[CH2:24][CH2:25][CH2:26][CH2:27][NH:28]3)[o:29][c:30]2[cH:31]1,[C:1]([c:2]1[c:3](-[c:4]2[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]2)[cH:11][n:12]([CH3:13])[n:14]1)(=[O:15])[N:28]1[CH:23]([CH2:22][c:21]2[cH:20][c:19]3[n:18][cH:17][cH:16][cH:31][c:30]3[o:29]2)[CH2:24][CH2:25][CH2:26][CH2:27]1,,"[('b', 29, 533)]",4537
22352,[CH3:8][CH2:9][n:10]1[cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]2[Cl:20])[n:21][c:22]1/[CH:23]=[CH:24]/[c:25]1[cH:26][cH:27][c:28](-[c:29]2[cH:30][cH:31][c:32]([OH:33])[cH:34][cH:35]2)[cH:36][cH:37]1.Br[CH2:1][CH2:2][CH2:3][C:4]([O:5][CH3:6])=[O:7],[CH2:1]([CH2:2][CH2:3][C:4]([O:5][CH3:6])=[O:7])[O:33][c:32]1[cH:31][cH:30][c:29](-[c:28]2[cH:27][cH:26][c:25](/[CH:24]=[CH:23]/[c:22]3[n:10]([CH2:9][CH3:8])[cH:11][c:12](-[c:13]4[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]4[Cl:20])[n:21]3)[cH:37][cH:36]2)[cH:35][cH:34]1,,"[('b', 13, 528)]",924
22353,C1CCC([O:1][NH:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]2[cH:8][n:9][c:10]([NH:11][C@@H:12]3[CH2:13][CH2:14][N:15]([CH2:16][CH2:17][CH2:18][CH:19]4[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]4)[CH2:25]3)[cH:26][n:27]2)OC1,[OH:1][NH:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][n:9][c:10]([NH:11][C@@H:12]2[CH2:13][CH2:14][N:15]([CH2:16][CH2:17][CH2:18][CH:19]3[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]3)[CH2:25]2)[cH:26][n:27]1,,"[('a', 0, 102)]",53
22354,[CH3:22][O:23][C:24](=[O:25])[C@H:26]([CH2:27][CH2:28][S:29][CH3:30])[NH:31][C:32](=[O:33])[c:34]1[cH:35][cH:36][c:37]([NH2:38])[cH:39][c:40]1-[c:41]1[cH:42][cH:43][cH:44][cH:45][cH:46]1.O=[CH:1][C@H:2]1[N:3]([C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][C@H:12]([O:13][Si:14]([CH3:15])([CH3:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:21]1,[CH2:1]([C@H:2]1[N:3]([C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][C@H:12]([O:13][Si:14]([CH3:15])([CH3:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:21]1)[NH:38][c:37]1[cH:36][cH:35][c:34]([C:32]([NH:31][C@H:26]([C:24]([O:23][CH3:22])=[O:25])[CH2:27][CH2:28][S:29][CH3:30])=[O:33])[c:40](-[c:41]2[cH:42][cH:43][cH:44][cH:45][cH:46]2)[cH:39]1,,"[('b', 41, 530)]",1299
22355,Cl[c:1]1[n:2][c:3]([N:4]2[CH2:5][CH2:6][O:7][CH2:8][CH2:9]2)[cH:10][c:11]([Cl:12])[n:13]1.[NH2:14][CH2:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][n:21][cH:22]1,[c:1]1([NH:14][CH2:15][CH2:16][c:17]2[cH:18][cH:19][cH:20][n:21][cH:22]2)[n:2][c:3]([N:4]2[CH2:5][CH2:6][O:7][CH2:8][CH2:9]2)[cH:10][c:11]([Cl:12])[n:13]1,,"[('b', 1, 531)]",1916
22356,C[O:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][CH2:8][C:9](=[O:10])[NH:11][C:12]([CH3:13])([c:14]2[cH:15][cH:16][c:17]([C:18]#[N:19])[c:20]([F:21])[cH:22]2)[c:23]2[cH:24][n:25][cH:26][n:27]2[CH3:28])[cH:29]1,[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][CH2:8][C:9](=[O:10])[NH:11][C:12]([CH3:13])([c:14]2[cH:15][cH:16][c:17]([C:18]#[N:19])[c:20]([F:21])[cH:22]2)[c:23]2[cH:24][n:25][cH:26][n:27]2[CH3:28])[cH:29]1,,"[('a', 0, 123)]",1797
22357,[CH3:1][O:2][c:3]1[c:4]([Cl:5])[cH:6][c:7]([Cl:8])[cH:9][c:10]1[CH:11]=[O:12],[CH3:1][O:2][c:3]1[c:4]([Cl:5])[cH:6][c:7]([Cl:8])[cH:9][c:10]1[CH2:11][OH:12],,"[('b', 20, 523), ('b', 21, 523)]",573
22358,[CH3:16][CH:17]([CH3:18])[c:19]1[cH:20][cH:21][c:22]([NH:23][CH2:24][c:25]2[cH:26][cH:27][c:28]([N:29]([CH3:30])[CH3:31])[cH:32][cH:33]2)[cH:34][cH:35]1.O[C:1]([CH:2]1[c:3]2[c:4]([cH:5][cH:6][c:7]([CH:8]([CH3:9])[CH3:10])[cH:11]2)[CH2:12][CH2:13][CH2:14]1)=[O:15],[C:1]([CH:2]1[c:3]2[c:4]([cH:5][cH:6][c:7]([CH:8]([CH3:9])[CH3:10])[cH:11]2)[CH2:12][CH2:13][CH2:14]1)(=[O:15])[N:23]([c:22]1[cH:21][cH:20][c:19]([CH:17]([CH3:16])[CH3:18])[cH:35][cH:34]1)[CH2:24][c:25]1[cH:26][cH:27][c:28]([N:29]([CH3:30])[CH3:31])[cH:32][cH:33]1,,"[('b', 29, 533)]",4537
22359,[CH3:9][O:10][C:11](=[O:12])[c:13]1[cH:14][c:15]([O:16][c:17]2[cH:18][cH:19][c:20]([N+:21](=[O:22])[O-:23])[cH:24][n:25]2)[cH:26][cH:27][c:28]1[NH2:29].Br[c:1]1[cH:2][cH:3][c:4]([F:5])[c:6]([F:7])[cH:8]1,[c:1]1([NH:29][c:28]2[c:13]([C:11]([O:10][CH3:9])=[O:12])[cH:14][c:15]([O:16][c:17]3[cH:18][cH:19][c:20]([N+:21](=[O:22])[O-:23])[cH:24][n:25]3)[cH:26][cH:27]2)[cH:2][cH:3][c:4]([F:5])[c:6]([F:7])[cH:8]1,,"[('b', 1, 521)]",553
22360,[CH2:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1)[c:9]1[c:10]([CH3:11])[nH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]12,[CH3:1][CH:2]([c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1)[c:9]1[c:10]([CH3:11])[nH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]12,,"[('b', 0, 516), ('b', 1, 516)]",442
22361,Cl[c:1]1[c:2]2[cH:3][n:4][n:5]([CH:6]3[CH2:7][CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH2:18]3)[c:19]2[n:20][cH:21][n:22]1.[CH3:23][C:24](=[O:25])[N:26]1[CH2:27][CH2:28][N:29]([c:30]2[cH:31][cH:32][c:33]([OH:34])[cH:35][cH:36]2)[CH2:37][CH2:38]1,[c:1]1([O:34][c:33]2[cH:32][cH:31][c:30]([N:29]3[CH2:28][CH2:27][N:26]([C:24]([CH3:23])=[O:25])[CH2:38][CH2:37]3)[cH:36][cH:35]2)[c:2]2[cH:3][n:4][n:5]([CH:6]3[CH2:7][CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH2:18]3)[c:19]2[n:20][cH:21][n:22]1,,"[('b', 1, 519)]",452
22362,O=C(OCc1ccccc1)[N:1]1[CH2:2][CH2:3][C@H:4]([N:5]([C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[CH2:13][CH2:14][F:15])[CH2:16]1,[NH:1]1[CH2:2][CH2:3][C@H:4]([N:5]([C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[CH2:13][CH2:14][F:15])[CH2:16]1,,"[('a', 0, 115)]",197
22363,[CH3:15][O:16][C:17](=[O:18])[c:19]1[cH:20][cH:21][c:22](-[c:23]2[cH:24][n:25][c:26]([NH:27][NH2:28])[n:29][n:30]2)[cH:31][cH:32]1.O=[CH:1][C:2]1([c:3]2[cH:4][cH:5][c:6]3[n:7][cH:8][cH:9][cH:10][c:11]3[cH:12]2)[CH2:13][CH2:14]1,[c:1]1([C:2]2([c:3]3[cH:4][cH:5][c:6]4[n:7][cH:8][cH:9][cH:10][c:11]4[cH:12]3)[CH2:13][CH2:14]2)[n:28][n:27][c:26]2[n:25][cH:24][c:23](-[c:22]3[cH:21][cH:20][c:19]([C:17]([O:16][CH3:15])=[O:18])[cH:32][cH:31]3)[n:30][n:29]12,,"[('b', 26, 290), ('b', 62, 290)]",5
22364,[CH3:9][C:10]([CH3:11])([CH3:12])[Si:13]([CH3:14])([CH3:15])[O:16][c:17]1[cH:18][cH:19][c:20]2[cH:21][cH:22][nH:23][c:24]2[cH:25]1.Br[CH2:1][C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8],[CH2:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[n:23]1[cH:22][cH:21][c:20]2[cH:19][cH:18][c:17]([O:16][Si:13]([C:10]([CH3:9])([CH3:11])[CH3:12])([CH3:14])[CH3:15])[cH:25][c:24]21,,"[('b', 15, 520)]",457
22365,Cl[CH2:1][CH2:2][CH2:3][CH2:4][C@H:5]([O:6][C:7]([CH3:8])=[O:9])[CH3:10].[CH3:11][n:12]1[c:13](=[O:14])[nH:15][c:16](=[O:17])[cH:18][c:19]1[NH2:20],[CH2:1]([CH2:2][CH2:3][CH2:4][C@H:5]([O:6][C:7]([CH3:8])=[O:9])[CH3:10])[n:15]1[c:13](=[O:14])[n:12]([CH3:11])[c:19]([NH2:20])[cH:18][c:16]1=[O:17],,"[('b', 19, 511)]",307
22366,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[C:9]#[N:10].[N-:11]=[N+:12]=[N-:13],[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1-[c:9]1[n:10][n:11][n:12][nH:13]1,,"[('b', 27, 435), ('b', 18, 435)]",29
22367,[CH3:9][C:10]([CH3:11])([CH3:12])[c:13]1[cH:14][cH:15][c:16]([CH2:17][n:18]2[cH:19][n:20][c:21]([NH2:22])[c:23]2[C:24]([NH2:25])=[O:26])[cH:27][cH:28]1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1)[NH:22][c:21]1[n:20][cH:19][n:18]([CH2:17][c:16]2[cH:15][cH:14][c:13]([C:10]([CH3:9])([CH3:11])[CH3:12])[cH:28][cH:27]2)[c:23]1[C:24]([NH2:25])=[O:26],,"[('b', 15, 532)]",2537
22368,CC[O:1][C:2](=[O:3])[C:4]1([CH3:5])[CH2:6][C:7]([c:8]2[cH:9][c:10]([Cl:11])[cH:12][c:13]([Cl:14])[cH:15]2)=[N:16][O:17]1,[OH:1][C:2](=[O:3])[C:4]1([CH3:5])[CH2:6][C:7]([c:8]2[cH:9][c:10]([Cl:11])[cH:12][c:13]([Cl:14])[cH:15]2)=[N:16][O:17]1,,"[('a', 0, 120)]",1123
22369,C[O:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][C:7](=[O:8])[c:9]2[cH:10][c:11]([C:12]34[CH2:13][CH:14]5[CH2:15][CH:16]([CH2:17][CH:18]([CH2:19]5)[CH2:20]3)[CH2:21]4)[c:22]([OH:23])[cH:24][c:25]2[OH:26])[cH:27][c:28]([O:29][CH3:30])[cH:31]1,[OH:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][C:7](=[O:8])[c:9]2[cH:10][c:11]([C:12]34[CH2:13][CH:14]5[CH2:15][CH:16]([CH2:17][CH:18]([CH2:19]5)[CH2:20]3)[CH2:21]4)[c:22]([OH:23])[cH:24][c:25]2[OH:26])[cH:27][c:28]([O:29][CH3:30])[cH:31]1,,"[('a', 0, 123)]",1797
22370,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([O:8][C@H:9]2[CH2:10][CH2:11][C@H:12]([C:13](=[O:14])[N:15]3[CH2:16][CH2:17][N:18]([CH:19]([CH3:20])[CH3:21])[CH2:22][CH2:23]3)[CH2:24][CH2:25]2)[cH:26][cH:27]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([O:8][C@H:9]2[CH2:10][CH2:11][C@H:12]([C:13](=[O:14])[N:15]3[CH2:16][CH2:17][N:18]([CH:19]([CH3:20])[CH3:21])[CH2:22][CH2:23]3)[CH2:24][CH2:25]2)[cH:26][cH:27]1,,"[('a', 0, 123)]",1797
22371,[N:1]#[C:2][C:3]([C:4]([NH2:5])=[S:6])=[C:7]([NH2:8])[N:9]1[CH2:10][CH2:11][CH2:12][CH2:13]1,[N:1]#[C:2][c:3]1[c:4]([NH2:5])[s:6][n:8][c:7]1[N:9]1[CH2:10][CH2:11][CH2:12][CH2:13]1,,"[('b', 11, 209), ('b', 4, 209), ('b', 5, 209), ('b', 25, 209), ('b', 24, 209)]",1
22372,CC1(C)OB([c:1]2[cH:2][cH:3][c:4]([O:5][c:6]3[cH:7][cH:8][cH:9][c:10]([F:11])[c:12]3[F:13])[cH:14][cH:15]2)OC1(C)C.I[c:16]1[n:17][n:18]([C@@H:19]2[CH2:20][CH2:21][CH2:22][N:23]([C:24]([O:25][C:26]([CH3:27])([CH3:28])[CH3:29])=[O:30])[CH2:31]2)[c:32]2[c:33]1[c:34]([NH2:35])[n:36][cH:37][n:38]2,[c:1]1(-[c:16]2[n:17][n:18]([C@@H:19]3[CH2:20][CH2:21][CH2:22][N:23]([C:24]([O:25][C:26]([CH3:27])([CH3:28])[CH3:29])=[O:30])[CH2:31]3)[c:32]3[c:33]2[c:34]([NH2:35])[n:36][cH:37][n:38]3)[cH:2][cH:3][c:4]([O:5][c:6]2[cH:7][cH:8][cH:9][c:10]([F:11])[c:12]2[F:13])[cH:14][cH:15]1,,"[('b', 1, 486)]",88
22373,F[c:1]1[c:2]([C:3]#[N:4])[cH:5][c:6]([C:7]2=[CH:8][C:9]([c:10]3[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]3)([C:18]([F:19])([F:20])[F:21])[O:22][CH2:23]2)[cH:24][cH:25]1.[cH:26]1[n:27][cH:28][nH:29][n:30]1,[c:1]1(-[n:29]2[cH:28][n:27][cH:26][n:30]2)[c:2]([C:3]#[N:4])[cH:5][c:6]([C:7]2=[CH:8][C:9]([c:10]3[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]3)([C:18]([F:19])([F:20])[F:21])[O:22][CH2:23]2)[cH:24][cH:25]1,,"[('b', 1, 477)]",65
22374,[CH3:1][O:2][c:3]1[cH:4][c:5]2[n:6][cH:7][n:8][c:9]([O:10][c:11]3[cH:12][cH:13][c:14]([NH2:15])[c:16]([CH3:17])[cH:18]3)[c:19]2[cH:20][c:21]1[O:22][CH3:23].[O:24]=[C:25]=[N:26][c:27]1[cH:28][cH:29][c:30]([F:31])[cH:32][c:33]1[F:34],[CH3:1][O:2][c:3]1[cH:4][c:5]2[n:6][cH:7][n:8][c:9]([O:10][c:11]3[cH:12][cH:13][c:14]([NH:15][C:25](=[O:24])[NH:26][c:27]4[cH:28][cH:29][c:30]([F:31])[cH:32][c:33]4[F:34])[c:16]([CH3:17])[cH:18]3)[c:19]2[cH:20][c:21]1[O:22][CH3:23],,"[('b', 28, 522)]",566
22375,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15]1.[O:16]=[C:17]1[CH2:18][N:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[C:26](=[O:27])[NH:28]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15]1)[N:28]1[C:17](=[O:16])[CH2:18][N:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[C:26]1=[O:27],,"[('b', 29, 532)]",2537
22376,[CH3:10][c:11]1[c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][n:19][n:20]3[cH:21]2)[n:22](-[c:23]2[cH:24][cH:25][cH:26][c:27]([CH3:28])[cH:29]2)[c:30](=[O:31])[nH:32]1.Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)[n:32]1[c:11]([CH3:10])[c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][n:19][n:20]3[cH:21]2)[n:22](-[c:23]2[cH:24][cH:25][cH:26][c:27]([CH3:28])[cH:29]2)[c:30]1=[O:31],,"[('b', 17, 511)]",307
22377,[F:13][c:14]1[cH:15][cH:16][cH:17][c:18]2[c:19]1[CH:20]([C:21]([F:22])([F:23])[F:24])[NH:25][CH2:26][CH2:27]2.O[C:1](=[O:2])[c:3]1[cH:4][c:5]2[n:6][cH:7][c:8]([Br:9])[cH:10][n:11]2[n:12]1,[C:1](=[O:2])([c:3]1[cH:4][c:5]2[n:6][cH:7][c:8]([Br:9])[cH:10][n:11]2[n:12]1)[N:25]1[CH:20]([C:21]([F:22])([F:23])[F:24])[c:19]2[c:14]([F:13])[cH:15][cH:16][cH:17][c:18]2[CH2:27][CH2:26]1,,"[('b', 23, 533)]",4537
22378,[O-][C:13]([C@H:14]([CH2:15][CH2:16][CH3:17])[NH:18][C:19](=[O:20])[CH2:21][c:22]1[cH:23][c:24]([F:25])[cH:26][c:27]([F:28])[cH:29]1)=[O:30].[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([NH2:10])[n:11][cH:12]1,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([NH:10][C:13]([CH:14]([CH2:15][CH2:16][CH3:17])[NH:18][C:19](=[O:20])[CH2:21][c:22]2[cH:23][c:24]([F:25])[cH:26][c:27]([F:28])[cH:29]2)=[O:30])[n:11][cH:12]1,,"[('b', 18, 471)]",56
22379,[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH:7]([OH:8])[CH:9]([C:10]#[N:11])[CH2:12]1,[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH:7]([OH:8])[CH:9]([CH2:10][NH2:11])[CH2:12]1,,"[('b', 18, 502), ('b', 19, 502)]",179
22380,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][c:4]2[n:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]2[CH2:13]1,[NH:1]1[CH2:2][CH2:3][c:4]2[n:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]2[CH2:13]1,,"[('a', 0, 122)]",1493
22381,Br[c:1]1[c:2](-[c:3]2[cH:4][cH:5][c:6]([S:7]([NH2:8])(=[O:9])=[O:10])[cH:11][cH:12]2)[cH:13][c:14]([F:15])[c:16]([F:17])[cH:18]1.OB(O)[c:19]1[cH:20][c:21]([Cl:22])[c:23]([O:24][CH3:25])[c:26]([Cl:27])[cH:28]1,[c:1]1(-[c:19]2[cH:20][c:21]([Cl:22])[c:23]([O:24][CH3:25])[c:26]([Cl:27])[cH:28]2)[c:2](-[c:3]2[cH:4][cH:5][c:6]([S:7]([NH2:8])(=[O:9])=[O:10])[cH:11][cH:12]2)[cH:13][c:14]([F:15])[c:16]([F:17])[cH:18]1,,"[('b', 0, 527)]",900
22382,OB(O)/[CH:8]=[CH:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1.Br[c:1]1[cH:2][c:3]([CH:4]=[O:5])[o:6][cH:7]1,[c:1]1(/[CH:8]=[CH:9]/[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:2][c:3]([CH:4]=[O:5])[o:6][cH:7]1,,"[('b', 0, 457)]",42
22383,[CH3:11][O:12][C:13](=[O:14])[c:15]1[cH:16][cH:17][c:18]([C@H:19]([CH3:20])[NH:21][C:22](=[O:23])[c:24]2[cH:25][c:26]([Cl:27])[cH:28][cH:29][c:30]2[OH:31])[cH:32][cH:33]1.O[CH2:1][CH2:2][c:3]1[c:4]([F:5])[cH:6][cH:7][cH:8][c:9]1[F:10],[CH2:1]([CH2:2][c:3]1[c:4]([F:5])[cH:6][cH:7][cH:8][c:9]1[F:10])[O:31][c:30]1[c:24]([C:22]([NH:21][C@H:19]([c:18]2[cH:17][cH:16][c:15]([C:13]([O:12][CH3:11])=[O:14])[cH:33][cH:32]2)[CH3:20])=[O:23])[cH:25][c:26]([Cl:27])[cH:28][cH:29]1,,"[('b', 19, 525)]",804
22384,[CH3:6][O:7][c:8]1[cH:9][cH:10][c:11]([C@@H:12]2[S:13][c:14]3[c:15]([cH:16][cH:17][cH:18][c:19]3[O:20][CH2:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[NH:28][C:29](=[O:30])[C@@H:31]2[OH:32])[cH:33][cH:34]1.Cl[CH2:1][CH2:2][N:3]([CH3:4])[CH3:5],[CH2:1]([CH2:2][N:3]([CH3:4])[CH3:5])[N:28]1[c:15]2[c:14]([c:19]([O:20][CH2:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[cH:18][cH:17][cH:16]2)[S:13][C@@H:12]([c:11]2[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:34][cH:33]2)[C@@H:31]([OH:32])[C:29]1=[O:30],,"[('b', 9, 532)]",2537
22385,C[O:1][c:2]1[c:3]2[c:4]([c:5]([CH2:6][CH2:7][CH3:8])[c:9]3[c:10]1[c:11](=[O:12])[cH:13][c:14]([C:15](=[O:16])[O:17][CH3:18])[o:19]3)[CH2:20][CH2:21][CH2:22][C:23]2=[O:24],[OH:1][c:2]1[c:3]2[c:4]([c:5]([CH2:6][CH2:7][CH3:8])[c:9]3[c:10]1[c:11](=[O:12])[cH:13][c:14]([C:15](=[O:16])[O:17][CH3:18])[o:19]3)[CH2:20][CH2:21][CH2:22][C:23]2=[O:24],,"[('a', 0, 123)]",1797
22386,Cl[CH:1]1[CH2:2][CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][n:9][c:10]21.[SH:12][c:13]1[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]1,[CH:1]1([S:12][c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]2)[CH2:2][CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][n:9][c:10]21,,"[('b', 1, 489)]",100
22387,O[C:1]([CH:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][NH:9][S:10]([CH3:11])(=[O:12])=[O:13])[c:14]([F:15])[cH:16]1)=[O:17].[CH3:18][CH2:19][CH2:20][CH2:21][CH2:22][c:23]1[n:24][c:25]([C:26]([F:27])([F:28])[F:29])[cH:30][cH:31][c:32]1[CH2:33][NH2:34],[C:1]([CH:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][NH:9][S:10]([CH3:11])(=[O:12])=[O:13])[c:14]([F:15])[cH:16]1)(=[O:17])[NH:34][CH2:33][c:32]1[c:23]([CH2:22][CH2:21][CH2:20][CH2:19][CH3:18])[n:24][c:25]([C:26]([F:27])([F:28])[F:29])[cH:30][cH:31]1,,"[('b', 33, 533)]",4537
