,Reactants,Products,Reagents,Labels,Frequency
17573,[CH3:2][CH2:3][O:4][C:5](=[O:6])[c:7]1[cH:8][c:9](-[c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[c:16]2[c:17]([n:18]3[CH3:19])[n:20]([CH3:21])[c:22](=[O:23])[c:24](-[c:25]3[cH:26][cH:27][c:28]([Cl:29])[cH:30][c:31]3[Cl:32])[cH:33]2)[n:34][nH:35]1.I[CH3:1],[CH3:1][n:35]1[c:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])[cH:8][c:9](-[c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[c:16]2[c:17]([n:18]3[CH3:19])[n:20]([CH3:21])[c:22](=[O:23])[c:24](-[c:25]3[cH:26][cH:27][c:28]([Cl:29])[cH:30][c:31]3[Cl:32])[cH:33]2)[n:34]1,,"[('b', 1, 419)]",164
17574,CO[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][CH2:11][S:12]2(=[O:13])=[O:14])[n:15][cH:16]1.[CH3:17][c:18]1[cH:19][n:20][c:21]([N:22]2[CH2:23][CH2:24][NH:25][CH2:26][CH2:27]2)[c:28]([CH3:29])[cH:30]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][CH2:11][S:12]2(=[O:13])=[O:14])[n:15][cH:16]1)[N:25]1[CH2:24][CH2:23][N:22]([c:21]2[n:20][cH:19][c:18]([CH3:17])[cH:30][c:28]2[CH3:29])[CH2:27][CH2:26]1,,"[('b', 31, 428)]",271
17575,CC1(C)OB([c:21]2[c:22]([CH3:23])[c:24]([NH:25][C:26](=[O:27])[c:28]3[cH:29][cH:30][c:31]([C:32]([CH3:33])([CH3:34])[CH3:35])[cH:36][cH:37]3)[cH:38][cH:39][cH:40]2)OC1(C)C.Br[c:1]1[n:2][c:3]([NH:4][c:5]2[cH:6][cH:7][c:8]([C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][cH:15]2)[c:16](=[O:17])[n:18]([CH3:19])[cH:20]1,[c:1]1(-[c:21]2[c:22]([CH3:23])[c:24]([NH:25][C:26](=[O:27])[c:28]3[cH:29][cH:30][c:31]([C:32]([CH3:33])([CH3:34])[CH3:35])[cH:36][cH:37]3)[cH:38][cH:39][cH:40]2)[n:2][c:3]([NH:4][c:5]2[cH:6][cH:7][c:8]([C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][cH:15]2)[c:16](=[O:17])[n:18]([CH3:19])[cH:20]1,,"[('b', 0, 438)]",452
17576,[CH3:2][c:3]1[cH:4][n:5][c:6]([N:7]2[CH2:8][CH2:9][N:10]([C:11](=[O:12])[c:13]3[cH:14][cH:15][c:16]([N:17]4[C:18](=[O:19])[O:20][CH2:21][C@H:22]4[CH2:23][OH:24])[n:25][cH:26]3)[CH2:27][CH2:28]2)[c:29]([CH3:30])[cH:31]1.I[CH3:1],[CH3:1][O:24][CH2:23][C@H:22]1[N:17]([c:16]2[cH:15][cH:14][c:13]([C:11]([N:10]3[CH2:9][CH2:8][N:7]([c:6]4[n:5][cH:4][c:3]([CH3:2])[cH:31][c:29]4[CH3:30])[CH2:28][CH2:27]3)=[O:12])[cH:26][n:25]2)[C:18](=[O:19])[O:20][CH2:21]1,,"[('b', 1, 431)]",307
17577,O[C:1](=[O:2])[c:3]1[c:4]([Cl:5])[n:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]12.[CH3:19][C:20]([CH3:21])([CH3:22])[O:23][C:24](=[O:25])[N:26]1[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]1,[C:1](=[O:2])([c:3]1[c:4]([Cl:5])[n:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]12)[N:29]1[CH2:28][CH2:27][N:26]([C:24]([O:23][C:20]([CH3:19])([CH3:21])[CH3:22])=[O:25])[CH2:31][CH2:30]1,,"[('b', 35, 453)]",4537
17578,[O:3]=[C:4]([CH2:5][CH2:6][Cl:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1.[Mg+][CH:1]=[CH2:2],[CH:1](=[CH2:2])[C:4]([OH:3])([CH2:5][CH2:6][Cl:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,,"[('b', 2, 417)]",153
17579,c1ccc(C[N:2]2[CH2:3][CH2:4][N:5]3[CH2:6][CH2:7][O:8][CH2:9][C@H:10]3[CH2:11]2)cc1,[NH:2]1[CH2:3][CH2:4][N:5]2[CH2:6][CH2:7][O:8][CH2:9][C@H:10]2[CH2:11]1,,"[('a', 0, 113)]",193
17580,O=[N+:1]([O-])[c:2]1[cH:3][n:4][n:5]([CH2:6][c:7]2[o:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[OH:14])[n:15]2)[n:16]1,[NH2:1][c:2]1[cH:3][n:4][n:5]([CH2:6][c:7]2[o:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[OH:14])[n:15]2)[n:16]1,,"[('a', 0, 121)]",1277
17581,[OH:5][CH2:6][CH2:7][CH2:8][C:9]([F:10])([F:11])[F:12].Cl[S:1]([CH3:2])(=[O:3])=[O:4],[S:1]([CH3:2])(=[O:3])(=[O:4])[O:5][CH2:6][CH2:7][CH2:8][C:9]([F:10])([F:11])[F:12],,"[('b', 7, 433)]",366
17582,O=C(OCc1ccccc1)[N:1]1[C@H:2]([CH2:3][NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][C@@H:13]([O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:19]1,[NH:1]1[C@H:2]([CH2:3][NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][C@@H:13]([O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:19]1,,"[('a', 0, 115)]",197
17583,CC(C)(C)OC(=O)[N:1]1[CH2:2][C:3]2([CH2:4][C:5]([C:6]#[C:7][c:8]3[cH:9][cH:10][cH:11][c:12]([OH:13])[cH:14]3)=[N:15][O:16]2)[CH2:17]1,[NH:1]1[CH2:2][C:3]2([CH2:4][C:5]([C:6]#[C:7][c:8]3[cH:9][cH:10][cH:11][c:12]([OH:13])[cH:14]3)=[N:15][O:16]2)[CH2:17]1,,"[('a', 0, 122)]",1493
17584,Cl[c:1]1[n:2][c:3]([NH:4][CH:5]([CH3:6])[CH3:7])[c:8]2[s:9][cH:10][c:11]([CH3:12])[c:13]2[n:14]1.[CH2:15]=[CH:16][CH2:17][NH2:18],[c:1]1([NH:18][CH2:17][CH:16]=[CH2:15])[n:2][c:3]([NH:4][CH:5]([CH3:6])[CH3:7])[c:8]2[s:9][cH:10][c:11]([CH3:12])[c:13]2[n:14]1,,"[('b', 1, 451)]",1916
17585,[O:10]=[C:11]1[NH:12][C:13](=[O:14])[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]21.Br[CH2:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([I:7])[cH:8][cH:9]1,[CH2:1]([c:2]1[c:3]([Cl:4])[cH:5][c:6]([I:7])[cH:8][cH:9]1)[N:12]1[C:11](=[O:10])[c:20]2[c:15]([cH:16][cH:17][cH:18][cH:19]2)[C:13]1=[O:14],,"[('b', 17, 449)]",955
17586,CC(C)(C)OC(=O)[NH:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][c:10](-[c:11]2[cH:12][c:13]3[n:14][c:15](-[c:16]4[cH:17][n:18][c:19]([NH2:20])[n:21][cH:22]4)[n:23][c:24]([N:25]4[CH2:26][CH2:27][O:28][CH2:29][CH2:30]4)[c:31]3[s:32]2)[cH:33]1,[NH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][c:10](-[c:11]2[cH:12][c:13]3[n:14][c:15](-[c:16]4[cH:17][n:18][c:19]([NH2:20])[n:21][cH:22]4)[n:23][c:24]([N:25]4[CH2:26][CH2:27][O:28][CH2:29][CH2:30]4)[c:31]3[s:32]2)[cH:33]1,,"[('a', 0, 122)]",1493
17587,C[O:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[c:7](=[O:8])[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]([CH3:16])[c:17]2=[O:18])[cH:19][cH:20]1,[OH:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[c:7](=[O:8])[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]([CH3:16])[c:17]2=[O:18])[cH:19][cH:20]1,,"[('a', 0, 123)]",1797
17588,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([C@:11]34[O:12][CH2:13][C@:14]([CH:15]=[O:16])([O:17]3)[C@@H:18]([O:19][CH2:20][c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[C@H:27]([O:28][CH2:29][c:30]3[cH:31][cH:32][cH:33][cH:34][cH:35]3)[C@H:36]4[O:37][CH2:38][c:39]3[cH:40][cH:41][cH:42][cH:43][cH:44]3)[cH:45][cH:46][c:47]2[Cl:48])[c:49]([F:50])[c:51]1[F:52].[Mg+][CH3:53],[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([C@:11]34[O:12][CH2:13][C@:14]([CH:15]([OH:16])[CH3:53])([O:17]3)[C@@H:18]([O:19][CH2:20][c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[C@H:27]([O:28][CH2:29][c:30]3[cH:31][cH:32][cH:33][cH:34][cH:35]3)[C@H:36]4[O:37][CH2:38][c:39]3[cH:40][cH:41][cH:42][cH:43][cH:44]3)[cH:45][cH:46][c:47]2[Cl:48])[c:49]([F:50])[c:51]1[F:52],,"[('b', 31, 417)]",153
17589,Br[c:1]1[cH:2][c:3]([CH2:4][N:5]([CH3:6])[C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[s:14][c:15]1[S:16](=[O:17])(=[O:18])[c:19]1[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]1.OB(O)[c:26]1[cH:27][cH:28][cH:29][n:30][c:31]1[F:32],[c:1]1(-[c:26]2[cH:27][cH:28][cH:29][n:30][c:31]2[F:32])[cH:2][c:3]([CH2:4][N:5]([CH3:6])[C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[s:14][c:15]1[S:16](=[O:17])(=[O:18])[c:19]1[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]1,,"[('b', 0, 447)]",900
17590,F[c:1]1[n:2][c:3]2[cH:4][c:5]([O:6][CH3:7])[c:8]([F:9])[cH:10][c:11]2[c:12]([F:13])[cH:14]1.[CH3:15][O-:16],[c:1]1([O:16][CH3:15])[n:2][c:3]2[cH:4][c:5]([O:6][CH3:7])[c:8]([F:9])[cH:10][c:11]2[c:12]([F:13])[cH:14]1,,"[('b', 1, 344)]",21
17591,CC[O:1][C:2](=[O:3])[C:4]1([CH3:5])[CH2:6][CH2:7][N:8]([CH:9]2[CH2:10][CH2:11][C:12]3([CH2:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[CH2:20][c:21]4[cH:22][cH:23][cH:24][cH:25][c:26]43)[CH2:27]2)[CH2:28][CH2:29]1,[OH:1][C:2](=[O:3])[C:4]1([CH3:5])[CH2:6][CH2:7][N:8]([CH:9]2[CH2:10][CH2:11][C:12]3([CH2:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[CH2:20][c:21]4[cH:22][cH:23][cH:24][cH:25][c:26]43)[CH2:27]2)[CH2:28][CH2:29]1,,"[('a', 0, 120)]",1123
17592,[CH3:14][CH:15]([CH3:16])[c:17]1[cH:18][c:19]([OH:20])[cH:21][c:22]2[c:23]1[C:24](=[O:25])[N:26]([CH2:27][O:28][c:29]1[cH:30][c:31]([C:32]([F:33])([F:34])[F:35])[n:36][n:37]1-[c:38]1[cH:39][cH:40][c:41]([Cl:42])[cH:43][cH:44]1)[S:45]2(=[O:46])=[O:47].O[CH2:1][CH2:2][CH2:3][C:4](=[O:5])[O:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[CH2:1]([CH2:2][CH2:3][C:4](=[O:5])[O:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[O:20][c:19]1[cH:18][c:17]([CH:15]([CH3:14])[CH3:16])[c:23]2[c:22]([cH:21]1)[S:45](=[O:46])(=[O:47])[N:26]([CH2:27][O:28][c:29]1[cH:30][c:31]([C:32]([F:33])([F:34])[F:35])[n:36][n:37]1-[c:38]1[cH:39][cH:40][c:41]([Cl:42])[cH:43][cH:44]1)[C:24]2=[O:25],,"[('b', 25, 445)]",804
17593,C[O:1][c:2]1[cH:3][c:4]([C:5]#[N:6])[cH:7][cH:8][c:9]1[OH:10],[OH:1][c:2]1[cH:3][c:4]([C:5]#[N:6])[cH:7][cH:8][c:9]1[OH:10],,"[('a', 0, 123)]",1797
17594,CC(C)(C)[O:1][C:2]([c:3]1[c:4]([NH:5][c:6]2[cH:7][n:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][c:14]([O:15][CH:16]4[CH2:17][CH2:18]4)[cH:19]3)[c:20]([CH3:21])[cH:22]2)[cH:23][cH:24][c:25]([CH3:26])[cH:27]1)=[O:28],[OH:1][C:2]([c:3]1[c:4]([NH:5][c:6]2[cH:7][n:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][c:14]([O:15][CH:16]4[CH2:17][CH2:18]4)[cH:19]3)[c:20]([CH3:21])[cH:22]2)[cH:23][cH:24][c:25]([CH3:26])[cH:27]1)=[O:28],,"[('a', 0, 117)]",281
17595,O[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH3:8])[c:9]([O:10][CH3:11])[cH:12]1)=[O:13].[CH3:14][O:15][CH:16]([CH2:17][NH2:18])[O:19][CH3:20],[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH3:8])[c:9]([O:10][CH3:11])[cH:12]1)(=[O:13])[NH:18][CH2:17][CH:16]([O:15][CH3:14])[O:19][CH3:20],,"[('b', 25, 453)]",4537
17596,CCO[C:1](=[O:2])[CH:3]([CH3:4])[N:5]1[CH2:6][CH2:7][CH2:8][C:9]1=[O:10].[CH3:11][C@H:12]1[CH2:13][CH2:14][CH2:15][C@@H:16]([CH3:17])[N:18]1[CH2:19][CH2:20][NH2:21],[C:1](=[O:2])([CH:3]([CH3:4])[N:5]1[CH2:6][CH2:7][CH2:8][C:9]1=[O:10])[NH:21][CH2:20][CH2:19][N:18]1[C@@H:12]([CH3:11])[CH2:13][CH2:14][CH2:15][C@H:16]1[CH3:17],,"[('b', 19, 429)]",287
17597,CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[Cl:8][c:9]1[n:10][cH:11][n:12][c:13]2[nH:14][cH:15][cH:16][c:17]12,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[n:14]1[c:13]2[n:12][cH:11][n:10][c:9]([Cl:8])[c:17]2[cH:16][cH:15]1,,"[('b', 13, 377)]",42
17598,[CH3:16][c:17]1[cH:18][c:19]([CH3:20])[cH:21][c:22]([O:23][c:24]2[c:25]([CH:26]([CH3:27])[CH3:28])[c:29](=[O:30])[nH:31][c:32](=[O:33])[nH:34]2)[cH:35]1.Cl[CH2:1][c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,[CH2:1]([c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12)[n:34]1[c:24]([O:23][c:22]2[cH:21][c:19]([CH3:20])[cH:18][c:17]([CH3:16])[cH:35]2)[c:25]([CH:26]([CH3:27])[CH3:28])[c:29](=[O:30])[nH:31][c:32]1=[O:33],,"[('b', 29, 430)]",307
17599,[CH3:5][C:6]([CH3:7])([CH2:8][C:9]([OH:10])([C:11](=[O:12])[NH:13][c:14]1[cH:15][cH:16][c:17]2[c:18]([cH:19]1)[CH2:20][O:21][C:22]2=[O:23])[C:24]([F:25])([F:26])[F:27])[c:28]1[cH:29][c:30]([F:31])[cH:32][cH:33][c:34]1[NH2:35].Cl[S:1]([CH3:2])(=[O:3])=[O:4],[S:1]([CH3:2])(=[O:3])(=[O:4])[NH:35][c:34]1[c:28]([C:6]([CH3:5])([CH3:7])[CH2:8][C:9]([OH:10])([C:11](=[O:12])[NH:13][c:14]2[cH:15][cH:16][c:17]3[c:18]([cH:19]2)[CH2:20][O:21][C:22]3=[O:23])[C:24]([F:25])([F:26])[F:27])[cH:29][c:30]([F:31])[cH:32][cH:33]1,,"[('b', 7, 446)]",828
17600,[CH3:17][CH2:18][O:19][C:20](=[O:21])[C@@H:22]1[CH2:23][C:24]2([CH2:25][CH2:26][NH:27][CH2:28][CH2:29]2)[CH2:30][N:31]1[C:32](=[O:33])[O:34][CH2:35][c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1.Cl[c:1]1[n:2][c:3]([NH2:4])[n:5][c:6]([CH2:7][O:8][c:9]2[cH:10][cH:11][c:12]([Br:13])[cH:14][cH:15]2)[cH:16]1,[c:1]1([N:27]2[CH2:26][CH2:25][C:24]3([CH2:23][C@@H:22]([C:20]([O:19][CH2:18][CH3:17])=[O:21])[N:31]([C:32](=[O:33])[O:34][CH2:35][c:36]4[cH:37][cH:38][cH:39][cH:40][cH:41]4)[CH2:30]3)[CH2:29][CH2:28]2)[n:2][c:3]([NH2:4])[n:5][c:6]([CH2:7][O:8][c:9]2[cH:10][cH:11][c:12]([Br:13])[cH:14][cH:15]2)[cH:16]1,,"[('b', 1, 451)]",1916
17601,[O:5]=[C:6]([OH:7])[c:8]1[cH:9][cH:10][c:11]([CH2:12][Br:13])[cH:14][cH:15]1.O[C:1]([CH3:2])([CH3:3])[CH3:4],[C:1]([CH3:2])([CH3:3])([CH3:4])[O:7][C:6](=[O:5])[c:8]1[cH:9][cH:10][c:11]([CH2:12][Br:13])[cH:14][cH:15]1,,"[('b', 7, 445)]",804
17602,[CH3:8][c:9]1[cH:10][c:11]([CH3:12])[n:13][c:14]([S:15][c:16]2[cH:17][cH:18][c:19]([NH2:20])[cH:21][cH:22]2)[n:23]1.O[C:1]([C:2]([O:3][CH3:4])([CH3:5])[CH3:6])=[O:7],[C:1]([C:2]([O:3][CH3:4])([CH3:5])[CH3:6])(=[O:7])[NH:20][c:19]1[cH:18][cH:17][c:16]([S:15][c:14]2[n:13][c:11]([CH3:12])[cH:10][c:9]([CH3:8])[n:23]2)[cH:22][cH:21]1,,"[('b', 13, 453)]",4537
17603,[N-]=[N+]=[N:1][CH:2]1[CH2:3][N:4]([C:5](=[O:6])[O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH2:16][CH2:17][CH:18]1[OH:19],[NH2:1][CH:2]1[CH2:3][N:4]([C:5](=[O:6])[O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH2:16][CH2:17][CH:18]1[OH:19],,"[('a', 0, 110)]",134
17604,CO[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][CH2:9][CH2:10][S:11]2(=[O:12])=[O:13])[n:14][c:15]1[CH3:16].[CH3:17][c:18]1[cH:19][n:20][c:21]([N:22]2[CH2:23][CH2:24][NH:25][CH2:26][CH2:27]2)[c:28]([CH3:29])[cH:30]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][CH2:9][CH2:10][S:11]2(=[O:12])=[O:13])[n:14][c:15]1[CH3:16])[N:25]1[CH2:24][CH2:23][N:22]([c:21]2[n:20][cH:19][c:18]([CH3:17])[cH:30][c:28]2[CH3:29])[CH2:27][CH2:26]1,,"[('b', 31, 428)]",271
17605,[CH3:9][CH:10]([CH3:11])[CH2:12][C@H:13]1[CH2:14][N:15]([c:16]2[cH:17][cH:18][c:19]([O:20][CH:21]([F:22])[F:23])[c:24]([O:25][CH2:26][CH:27]3[CH2:28][CH2:29]3)[cH:30]2)[CH2:31][CH2:32][NH:33]1.O[C:1](=[O:2])[CH2:3][c:4]1[cH:5][nH:6][cH:7][n:8]1,[C:1](=[O:2])([CH2:3][c:4]1[cH:5][nH:6][cH:7][n:8]1)[N:33]1[C@@H:13]([CH2:12][CH:10]([CH3:9])[CH3:11])[CH2:14][N:15]([c:16]2[cH:17][cH:18][c:19]([O:20][CH:21]([F:22])[F:23])[c:24]([O:25][CH2:26][CH:27]3[CH2:28][CH2:29]3)[cH:30]2)[CH2:31][CH2:32]1,,"[('b', 15, 453)]",4537
17606,CC(C)(C)[O:1][C:2]([C:3]1([n:4]2[n:5][cH:6][c:7]([CH3:8])[cH:9]2)[CH2:10][CH2:11]1)=[O:12],[OH:1][C:2]([C:3]1([n:4]2[n:5][cH:6][c:7]([CH3:8])[cH:9]2)[CH2:10][CH2:11]1)=[O:12],,"[('a', 0, 117)]",281
17607,[CH3:9][c:10]1[n:11][cH:12][s:13][c:14]1-[c:15]1[cH:16][cH:17][c:18]([CH2:19][NH:20][C:21](=[O:22])[C@@H:23]2[CH2:24][C@@H:25]([OH:26])[CH2:27][N:28]2[C:29](=[O:30])[C@H:31]([CH3:32])[NH:33][C:34](=[O:35])[C@@H:36]([NH2:37])[CH2:38][CH:39]([CH3:40])[CH3:41])[cH:42][cH:43]1.O[C:1]([CH2:2][CH2:3][C:4]([O:5][CH3:6])=[O:7])=[O:8],[C:1]([CH2:2][CH2:3][C:4]([O:5][CH3:6])=[O:7])(=[O:8])[NH:37][C@H:36]([C:34]([NH:33][C@H:31]([C:29]([N:28]1[C@H:23]([C:21]([NH:20][CH2:19][c:18]2[cH:17][cH:16][c:15](-[c:14]3[c:10]([CH3:9])[n:11][cH:12][s:13]3)[cH:43][cH:42]2)=[O:22])[CH2:24][C@@H:25]([OH:26])[CH2:27]1)=[O:30])[CH3:32])=[O:35])[CH2:38][CH:39]([CH3:40])[CH3:41],,"[('b', 15, 453)]",4537
17608,O=[N+:1]([O-])[c:2]1[c:3]([N:4]([C:5]([CH2:6][C:7]([O:8][CH3:9])=[O:10])=[O:11])[CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:19][cH:20][cH:21][cH:22]1,[NH2:1][c:2]1[c:3]([N:4]([C:5]([CH2:6][C:7]([O:8][CH3:9])=[O:10])=[O:11])[CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:19][cH:20][cH:21][cH:22]1,,"[('a', 0, 121)]",1277
17609,[CH3:20][O:21][c:22]1[cH:23][cH:24][c:25]([NH:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31](=[O:32])[O:33][C:34]([CH3:35])([CH3:36])[CH3:37])[CH2:38][CH2:39]2)[cH:40][cH:41]1.Cl[CH2:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[cH:16]2)[n:17][cH:18][cH:19]1,[CH2:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[cH:16]2)[n:17][cH:18][cH:19]1)[N:26]([c:25]1[cH:24][cH:23][c:22]([O:21][CH3:20])[cH:41][cH:40]1)[CH:27]1[CH2:28][CH2:29][N:30]([C:31](=[O:32])[O:33][C:34]([CH3:35])([CH3:36])[CH3:37])[CH2:38][CH2:39]1,,"[('b', 37, 452)]",2537
17610,Br[c:1]1[cH:2][cH:3][c:4](-[c:5]2[n:6]([CH2:7][C@@H:8]3[CH2:9][CH2:10][N:11]([C:12](=[O:13])[CH:14]4[CH2:15][CH2:16]4)[CH2:17]3)[n:18][n:19][n:20]2)[cH:21][cH:22]1.CC1(C)OB([c:23]2[cH:24][cH:25][c:26]3[o:27][cH:28][cH:29][c:30]3[cH:31]2)OC1(C)C,[c:1]1(-[c:23]2[cH:24][cH:25][c:26]3[o:27][cH:28][cH:29][c:30]3[cH:31]2)[cH:2][cH:3][c:4](-[c:5]2[n:6]([CH2:7][C@@H:8]3[CH2:9][CH2:10][N:11]([C:12](=[O:13])[CH:14]4[CH2:15][CH2:16]4)[CH2:17]3)[n:18][n:19][n:20]2)[cH:21][cH:22]1,,"[('b', 0, 438)]",452
17611,[Cl:7][c:8]1[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[nH:14][c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]21.I[c:1]1[cH:2][cH:3][cH:4][cH:5][cH:6]1,[c:1]1(-[n:14]2[c:12]3[c:11]([cH:10][cH:9][c:8]([Cl:7])[cH:13]3)[c:20]3[c:15]2[cH:16][cH:17][cH:18][cH:19]3)[cH:2][cH:3][cH:4][cH:5][cH:6]1,,"[('b', 1, 379)]",42
17612,O[C:1]([C:2](=[CH2:3])[CH:4]([CH3:5])[c:6]1[cH:7][cH:8][c:9]([C:10](=[O:11])[O:12][CH3:13])[cH:14][cH:15]1)=[O:16].[NH2:17][c:18]1[c:19]([Br:20])[cH:21][cH:22][cH:23][n+:24]1[O-:25],[C:1]([C:2](=[CH2:3])[CH:4]([CH3:5])[c:6]1[cH:7][cH:8][c:9]([C:10](=[O:11])[O:12][CH3:13])[cH:14][cH:15]1)(=[O:16])[NH:17][c:18]1[c:19]([Br:20])[cH:21][cH:22][cH:23][n+:24]1[O-:25],,"[('b', 31, 453)]",4537
17613,[NH2:1][C:2](=[O:3])[NH:4][CH:5]1[CH2:6][CH2:7][CH2:8][C:9](=[O:10])[c:11]2[s:12][cH:13][cH:14][c:15]21,[NH2:1][C:2](=[O:3])[NH:4][C@@H:5]1[CH2:6][CH2:7][CH2:8][C@@H:9]([OH:10])[c:11]2[s:12][cH:13][cH:14][c:15]21,,"[('b', 16, 443), ('b', 17, 443)]",573
17614,[CH3:16][NH:17][CH2:18][C@@H:19]([CH2:20][CH2:21][N:22]1[CH2:23][CH2:24][CH:25]([c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]2[S@:32]([CH3:33])=[O:34])[CH2:35][CH2:36]1)[c:37]1[cH:38][cH:39][c:40]([Cl:41])[c:42]([Cl:43])[cH:44]1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10]2[c:11]1[CH2:12][CH2:13][CH2:14][CH2:15]2,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10]2[c:11]1[CH2:12][CH2:13][CH2:14][CH2:15]2)[N:17]([CH3:16])[CH2:18][C@@H:19]([CH2:20][CH2:21][N:22]1[CH2:23][CH2:24][CH:25]([c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]2[S@:32]([CH3:33])=[O:34])[CH2:35][CH2:36]1)[c:37]1[cH:38][cH:39][c:40]([Cl:41])[c:42]([Cl:43])[cH:44]1,,"[('b', 29, 452)]",2537
