Reactants,Products,Reagents,Labels,Frequency,Split,Mask
Br[c:1]1[cH:2][cH:3][c:4]2[c:5]3[cH:6][cH:7][cH:8][cH:9][c:10]3[n:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][n:17]3)[c:18]2[cH:19]1.[cH:20]1[cH:21][cH:22][c:23]2[c:24]([cH:25]1)[nH:26][c:27]1[cH:28][c:29](-[n:30]3[cH:31][cH:32][cH:33][n:34]3)[cH:35][cH:36][c:37]21,[c:1]1(-[n:26]2[c:24]3[c:23]([cH:22][cH:21][cH:20][cH:25]3)[c:37]3[c:27]2[cH:28][c:29](-[n:30]2[cH:31][cH:32][cH:33][n:34]2)[cH:35][cH:36]3)[cH:2][cH:3][c:4]2[c:5]3[cH:6][cH:7][cH:8][cH:9][c:10]3[n:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][n:17]3)[c:18]2[cH:19]1,,"[('b', 1, 402)]",86,train,1
Br[CH2:1][CH2:2][CH2:3][CH2:4][O:5][c:6]1[c:7](=[O:8])[cH:9][c:10]([CH2:11][O:12][CH:13]2[CH2:14][CH2:15][CH2:16][CH2:17][O:18]2)[o:19][cH:20]1.[cH:21]1[cH:22][cH:23][c:24]2[nH:25][cH:26][cH:27][c:28]2[cH:29]1,[CH2:1]([CH2:2][CH2:3][CH2:4][O:5][c:6]1[c:7](=[O:8])[cH:9][c:10]([CH2:11][O:12][CH:13]2[CH2:14][CH2:15][CH2:16][CH2:17][O:18]2)[o:19][cH:20]1)[n:25]1[c:24]2[cH:23][cH:22][cH:21][cH:29][c:28]2[cH:27][cH:26]1,,"[('b', 39, 440)]",457,train,1
[CH3:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][n:8][cH:9][cH:10][c:11]2[c:12]1[N+:13](=[O:14])[O-:15].O=C(O[OH:1])c1cccc(Cl)c1,[O-:1][n+:8]1[cH:7][c:6]2[cH:5][cH:4][c:3]([CH3:2])[c:12]([N+:13](=[O:14])[O-:15])[c:11]2[cH:10][cH:9]1,,"[('b', 1, 375)]",41,train,1
O[C:1]([CH:2]([C@H:3]([NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1)[OH:19])=[O:20].[NH2:21][NH:22][C:23](=[O:24])[O:25][CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,[C:1]([CH:2]([C@H:3]([NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1)[OH:19])(=[O:20])[NH:21][NH:22][C:23](=[O:24])[O:25][CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,,"[('b', 39, 453)]",4537,train,1
[NH2:7][C@H:8]([C:9](=[O:10])[N:11]1[CH2:12][C:13]([c:14]2[cH:15][c:16]([F:17])[cH:18][cH:19][c:20]2[F:21])=[CH:22][C@H:23]1[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[CH:30]1[CH2:31][CH2:32]1.Cl[S:1](=[O:2])(=[O:3])[CH2:4][CH2:5][Cl:6],[S:1](=[O:2])(=[O:3])([CH2:4][CH2:5][Cl:6])[NH:7][C@H:8]([C:9](=[O:10])[N:11]1[CH2:12][C:13]([c:14]2[cH:15][c:16]([F:17])[cH:18][cH:19][c:20]2[F:21])=[CH:22][C@H:23]1[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[CH:30]1[CH2:31][CH2:32]1,,"[('b', 11, 446)]",828,train,1
C[O:1][C:2](=[O:3])[c:4]1[n:5][c:6]([CH3:7])[n:8]2[c:9]1[CH2:10][N:11]=[C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[c:19]1[cH:20][c:21]([Cl:22])[cH:23][cH:24][c:25]1-2,[OH:1][C:2](=[O:3])[c:4]1[n:5][c:6]([CH3:7])[n:8]2[c:9]1[CH2:10][N:11]=[C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[c:19]1[cH:20][c:21]([Cl:22])[cH:23][cH:24][c:25]1-2,,"[('a', 0, 123)]",1797,train,1
C[O:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([C:7](=[O:8])[N:9]2[CH2:10][S:11](=[O:12])(=[O:13])[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]32)[cH:20][c:21]1[C:22]#[N:23],[OH:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([C:7](=[O:8])[N:9]2[CH2:10][S:11](=[O:12])(=[O:13])[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]32)[cH:20][c:21]1[C:22]#[N:23],,"[('a', 0, 123)]",1797,train,1
I[c:1]1[c:2]([Cl:3])[n:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10]1.OB(O)[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,[c:1]1(-[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[c:2]([Cl:3])[n:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10]1,,"[('b', 0, 416)]",146,train,1
CC1(C)OB([c:1]2[cH:2][n:3][cH:4][c:5]([NH:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[cH:14]2)OC1(C)C.I[c:15]1[cH:16][cH:17][c:18](-[c:19]2[cH:20][c:21]3[c:22]([cH:23][cH:24]2)[C:25](=[O:26])[NH:27][CH2:28]3)[s:29]1,[c:1]1(-[c:15]2[cH:16][cH:17][c:18](-[c:19]3[cH:20][c:21]4[c:22]([cH:23][cH:24]3)[C:25](=[O:26])[NH:27][CH2:28]4)[s:29]2)[cH:2][n:3][cH:4][c:5]([NH:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[cH:14]1,,"[('b', 1, 404)]",88,train,1
[NH2:4][C@H:5]([CH2:6][NH:7][c:8]1[n:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][c:15]3[c:16]([cH:17]2)[CH2:18][C:19](=[O:20])[NH:21]3)[s:22]1)[CH2:23][c:24]1[cH:25][cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32][cH:33]1.CC(=O)O[C:2]([CH3:1])=[O:3],[CH3:1][C:2](=[O:3])[NH:4][C@H:5]([CH2:6][NH:7][c:8]1[n:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][c:15]3[c:16]([cH:17]2)[CH2:18][C:19](=[O:20])[NH:21]3)[s:22]1)[CH2:23][c:24]1[cH:25][cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32][cH:33]1,,"[('b', 5, 420)]",174,train,1
CC(C)(C)OC(=O)[NH:1][C@@H:2]([CH2:3][CH:4]([CH3:5])[CH3:6])[C:7](=[O:8])[NH:9][CH2:10][CH:11]1[CH2:12][N:13]([S:14](=[O:15])(=[O:16])[c:17]2[cH:18][cH:19][c:20]([Cl:21])[cH:22][c:23]2[Cl:24])[CH2:25][CH2:26][O:27]1,[NH2:1][C@@H:2]([CH2:3][CH:4]([CH3:5])[CH3:6])[C:7](=[O:8])[NH:9][CH2:10][CH:11]1[CH2:12][N:13]([S:14](=[O:15])(=[O:16])[c:17]2[cH:18][cH:19][c:20]([Cl:21])[cH:22][c:23]2[Cl:24])[CH2:25][CH2:26][O:27]1,,"[('a', 0, 122)]",1493,train,1
[CH3:13][O:14][c:15]1[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[c:22](-[c:23]2[cH:24][c:25]([Br:26])[c:27]([OH:28])[c:29]([Br:30])[cH:31]2)[c:32]2[c:33]1[s:34][c:35]1[cH:36][cH:37][cH:38][cH:39][c:40]21.O[C@H:1]([C:2]([O:3][CH3:4])=[O:5])[CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,[C@H:1]([C:2]([O:3][CH3:4])=[O:5])([CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[O:28][c:27]1[c:25]([Br:26])[cH:24][c:23](-[c:22]2[c:21]3[c:16]([c:15]([O:14][CH3:13])[c:33]4[c:32]2[c:40]2[c:35]([s:34]4)[cH:36][cH:37][cH:38][cH:39]2)[cH:17][cH:18][cH:19][cH:20]3)[cH:31][c:29]1[Br:30],,"[('b', 23, 353)]",24,train,1
[CH3:12][O:13][C:14](=[O:15])[c:16]1[cH:17][cH:18][cH:19][c:20]2[nH:21][c:22]([C:23](=[O:24])[NH:25][c:26]3[cH:27][cH:28][c:29]([C:30](=[O:31])[N:32]4[CH2:33][CH2:34][CH2:35][CH2:36]4)[cH:37][c:38]3[F:39])[n:40][c:41]12.Br[CH2:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]([Cl:9])[cH:10][n:11]1,[CH2:1]([C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]([Cl:9])[cH:10][n:11]1)[n:21]1[c:20]2[cH:19][cH:18][cH:17][c:16]([C:14]([O:13][CH3:12])=[O:15])[c:41]2[n:40][c:22]1[C:23](=[O:24])[NH:25][c:26]1[cH:27][cH:28][c:29]([C:30](=[O:31])[N:32]2[CH2:33][CH2:34][CH2:35][CH2:36]2)[cH:37][c:38]1[F:39],,"[('b', 21, 440)]",457,train,1
CC(C)(C)OC(=O)[NH:1][CH2:2][CH2:3][CH2:4][O:5][c:6]1[c:7]([C:8]([NH:9][c:10]2[c:11]([O:12][CH3:13])[cH:14][c:15]([C:16](=[O:17])[N:18]([CH3:19])[c:20]3[cH:21][cH:22][c:23]([OH:24])[cH:25][cH:26]3)[cH:27][cH:28]2)=[O:29])[cH:30][cH:31][cH:32][cH:33]1,[NH2:1][CH2:2][CH2:3][CH2:4][O:5][c:6]1[c:7]([C:8]([NH:9][c:10]2[c:11]([O:12][CH3:13])[cH:14][c:15]([C:16](=[O:17])[N:18]([CH3:19])[c:20]3[cH:21][cH:22][c:23]([OH:24])[cH:25][cH:26]3)[cH:27][cH:28]2)=[O:29])[cH:30][cH:31][cH:32][cH:33]1,,"[('a', 0, 122)]",1493,train,1
[O:8]=[C:9]([OH:10])[c:11]1[n:12][nH:13][c:14]2[n:15][cH:16][cH:17][cH:18][c:19]12.F[c:1]1[cH:2][n:3][cH:4][c:5]([Br:6])[cH:7]1,[c:1]1(-[n:13]2[n:12][c:11]([C:9](=[O:8])[OH:10])[c:19]3[c:14]2[n:15][cH:16][cH:17][cH:18]3)[cH:2][n:3][cH:4][c:5]([Br:6])[cH:7]1,,"[('b', 1, 396)]",65,train,1
O=[CH:7][c:8]1[c:9]([CH3:10])[cH:11][c:12]([O:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1.CCOP(=O)(OCC)[CH2:1][C:2]([O:3][CH2:4][CH3:5])=[O:6],[CH:1](/[C:2]([O:3][CH2:4][CH3:5])=[O:6])=[CH:7]\[c:8]1[c:9]([CH3:10])[cH:11][c:12]([O:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1,,"[('b', 11, 403)]",88,train,1
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]1[OH:10],[NH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]1[OH:10],,"[('a', 0, 121)]",1277,train,1
O=[CH:4][C@H:5]1[CH2:6][CH2:7][C@H:8]([C:9]#[N:10])[CH2:11][CH2:12]1.Br[C:2](Br)([Br:1])[Br:3],[Br:1][C:2]([Br:3])=[CH:4][C@H:5]1[CH2:6][CH2:7][C@H:8]([C:9]#[N:10])[CH2:11][CH2:12]1,,"[('b', 4, 267)]",6,train,1
O=[CH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([CH2:7][CH2:8][c:9]3[cH:10][cH:11][n:12][cH:13][cH:14]3)[n:15][n:16]([CH2:17][O:18][CH2:19][CH2:20][Si:21]([CH3:22])([CH3:23])[CH3:24])[c:25]2[cH:26]1.[O:27]=[C:28]1[CH2:29][c:30]2[cH:31][cH:32][cH:33][cH:34][c:35]2[NH:36]1,[CH:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([CH2:7][CH2:8][c:9]3[cH:10][cH:11][n:12][cH:13][cH:14]3)[n:15][n:16]([CH2:17][O:18][CH2:19][CH2:20][Si:21]([CH3:22])([CH3:23])[CH3:24])[c:25]2[cH:26]1)=[C:29]1[C:28](=[O:27])[NH:36][c:35]2[c:30]1[cH:31][cH:32][cH:33][cH:34]2,,"[('b', 51, 426)]",264,train,1
Br[c:1]1[c:2]2[nH:3][n:4][c:5]([NH2:6])[c:7]2[c:8](=[O:9])[n:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Cl:17])[cH:18]1.CC1(C)OB([c:19]2[cH:20][s:21][c:22]([CH2:23][C:24]#[N:25])[cH:26]2)OC1(C)C,[c:1]1(-[c:19]2[cH:20][s:21][c:22]([CH2:23][C:24]#[N:25])[cH:26]2)[c:2]2[nH:3][n:4][c:5]([NH2:6])[c:7]2[c:8](=[O:9])[n:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Cl:17])[cH:18]1,,"[('b', 0, 438)]",452,train,1
Br[CH2:1][c:2]1[c:3]([CH2:4][CH2:5][O:6][C:7]([CH3:8])=[O:9])[c:10]([Cl:11])[n:12][cH:13][n:14]1.[F:15][c:16]1[cH:17][cH:18][cH:19][n:20][c:21]1-[c:22]1[n:23][cH:24][cH:25][nH:26]1,[CH2:1]([c:2]1[c:3]([CH2:4][CH2:5][O:6][C:7]([CH3:8])=[O:9])[c:10]([Cl:11])[n:12][cH:13][n:14]1)[n:26]1[c:22](-[c:21]2[c:16]([F:15])[cH:17][cH:18][cH:19][n:20]2)[n:23][cH:24][cH:25]1,,"[('b', 27, 440)]",457,train,1
CC(=O)[n:1]1[c:2]([CH2:3][Br:4])[c:5]([C:6]([O:7][CH2:8][CH3:9])=[O:10])[n:11]([C:12]([CH3:13])=[O:14])[c:15]1=[O:16],[nH:1]1[c:2]([CH2:3][Br:4])[c:5]([C:6]([O:7][CH2:8][CH3:9])=[O:10])[n:11]([C:12]([CH3:13])=[O:14])[c:15]1=[O:16],,"[('a', 0, 85)]",15,train,1
O[CH2:2][C@H:3]([NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][c:13]1[cH:14][cH:15][cH:16][n:17][cH:18]1.BrC(Br)(Br)[Br:1],[Br:1][CH2:2][C@H:3]([NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][c:13]1[cH:14][cH:15][cH:16][n:17][cH:18]1,,"[('b', 1, 392)]",60,train,1
[NH2:9][C:10]1=[N:11][S:12](=[O:13])(=[O:14])[NH:15][c:16]2[cH:17][cH:18][cH:19][c:20]([O:21][CH2:22][C@H:23]3[CH2:24][CH2:25][CH2:26][CH2:27][NH2+:28]3)[c:29]21.O[C:1](=[O:2])[c:3]1[cH:4][cH:5][n:6][n:7][cH:8]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][n:6][n:7][cH:8]1)[N:28]1[C@@H:23]([CH2:22][O:21][c:20]2[cH:19][cH:18][cH:17][c:16]3[c:29]2[C:10]([NH2:9])=[N:11][S:12](=[O:13])(=[O:14])[NH:15]3)[CH2:24][CH2:25][CH2:26][CH2:27]1,,"[('b', 15, 331)]",17,train,1
[O:5]=[C:6]([NH:7][CH:8]1[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1)[CH:14]1[CH2:15][C:16]2([CH2:17][CH2:18]2)[CH2:19][NH:20]1.O=[CH:1][CH:2]([CH3:3])[CH3:4],[CH2:1]([CH:2]([CH3:3])[CH3:4])[N:20]1[CH:14]([C:6](=[O:5])[NH:7][CH:8]2[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]2)[CH2:15][C:16]2([CH2:17][CH2:18]2)[CH2:19]1,,"[('b', 7, 450)]",1299,train,1
[CH3:9][O:10][c:11]1[cH:12][c:13]([Cl:14])[cH:15][c:16]([SH:17])[c:18]1[F:19].Cl[CH2:1][C:2]([CH2:3][C:4]([O:5][CH3:6])=[O:7])=[O:8],[CH2:1]([C:2]([CH2:3][C:4]([O:5][CH3:6])=[O:7])=[O:8])[S:17][c:16]1[cH:15][c:13]([Cl:14])[cH:12][c:11]([O:10][CH3:9])[c:18]1[F:19],,"[('b', 15, 407)]",100,train,1
[CH3:5][N:6]1[CH2:7][C@@H:8]([OH:9])[CH2:10][C@@H:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:18]1.Cl[C:2]([CH3:1])=[O:3],[CH3:1][C:2](=[O:3])[O:9][C@@H:8]1[CH2:7][N:6]([CH3:5])[CH2:18][C@H:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:10]1,,"[('b', 5, 444)]",782,train,1
C[O:1][c:2]1[cH:3][n:4][c:5]([Cl:6])[n:7][c:8]1[CH3:9],[OH:1][c:2]1[cH:3][n:4][c:5]([Cl:6])[n:7][c:8]1[CH3:9],,"[('a', 0, 123)]",1797,train,1
CC(=O)[NH:1][C@@H:2]1[CH2:3][CH2:4][N:5]([c:6]2[cH:7][c:8]([O:9][CH3:10])[c:11]([NH:12][c:13]3[n:14][cH:15][c:16]([Cl:17])[c:18](-[c:19]4[cH:20][n:21][c:22]5[cH:23][cH:24][cH:25][cH:26][n:27]45)[n:28]3)[cH:29][cH:30]2)[CH2:31]1,[NH2:1][C@@H:2]1[CH2:3][CH2:4][N:5]([c:6]2[cH:7][c:8]([O:9][CH3:10])[c:11]([NH:12][c:13]3[n:14][cH:15][c:16]([Cl:17])[c:18](-[c:19]4[cH:20][n:21][c:22]5[cH:23][cH:24][cH:25][cH:26][n:27]45)[n:28]3)[cH:29][cH:30]2)[CH2:31]1,,"[('a', 0, 109)]",115,train,1
Cl[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][n:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12.[NH2:14][CH2:15][c:16]1[cH:17][c:18](-[c:19]2[cH:20][cH:21][cH:22][n:23][cH:24]2)[o:25][n:26]1,[c:1]1([NH:14][CH2:15][c:16]2[cH:17][c:18](-[c:19]3[cH:20][cH:21][cH:22][n:23][cH:24]3)[o:25][n:26]2)[c:2]([N+:3](=[O:4])[O-:5])[cH:6][n:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12,,"[('b', 1, 451)]",1916,train,1
[NH2:11][CH2:12][C:13]1([c:14]2[cH:15][cH:16][c:17]([F:18])[n:19][cH:20]2)[CH2:21][CH2:22][C:23]([F:24])([F:25])[CH2:26][CH2:27]1.O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][c:7]([Cl:8])[c:9]1[F:10],[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][c:7]([Cl:8])[c:9]1[F:10])[NH:11][CH2:12][C:13]1([c:14]2[cH:15][cH:16][c:17]([F:18])[n:19][cH:20]2)[CH2:21][CH2:22][C:23]([F:24])([F:25])[CH2:26][CH2:27]1,,"[('b', 19, 453)]",4537,train,1
[CH3:1][n:2]1[n:3][cH:4][c:5]([Br:6])[c:7]1-[c:8]1[cH:9][c:10]([NH2:11])[cH:12][cH:13][c:14]1[O:15][CH2:16][CH2:17][N:18]1[CH2:19][CH2:20][CH2:21][CH2:22]1.[O:23]=[C:24]=[N:25][c:26]1[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]1[F:33],[CH3:1][n:2]1[n:3][cH:4][c:5]([Br:6])[c:7]1-[c:8]1[cH:9][c:10]([NH:11][C:24](=[O:23])[NH:25][c:26]2[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]2[F:33])[cH:12][cH:13][c:14]1[O:15][CH2:16][CH2:17][N:18]1[CH2:19][CH2:20][CH2:21][CH2:22]1,,"[('b', 20, 442)]",566,train,1
[CH3:7][CH:8]1[CH2:9][CH2:10][N:11]([C:12](=[O:13])[c:14]2[cH:15][cH:16][c:17]3[nH:18][c:19]4[c:20]([c:21]3[cH:22]2)[CH2:23][N:24]([C:25](=[O:26])[O:27][C:28]([CH3:29])([CH3:30])[CH3:31])[CH2:32][CH2:33]4)[CH2:34][CH2:35]1.Cl[CH2:1][C:2]([N:3]([CH3:4])[CH3:5])=[O:6],[CH2:1]([C:2]([N:3]([CH3:4])[CH3:5])=[O:6])[n:18]1[c:17]2[cH:16][cH:15][c:14]([C:12]([N:11]3[CH2:10][CH2:9][CH:8]([CH3:7])[CH2:35][CH2:34]3)=[O:13])[cH:22][c:21]2[c:20]2[c:19]1[CH2:33][CH2:32][N:24]([C:25](=[O:26])[O:27][C:28]([CH3:29])([CH3:30])[CH3:31])[CH2:23]2,,"[('b', 11, 430)]",307,train,1
O[CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH2:10][C@@H:11]1[C@@H:12]2[CH2:13][CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][C@H:19]([CH2:20][c:21]1[cH:22][cH:23][cH:24][c:25]([C:26]([NH2:27])=[O:28])[cH:29]1)[C@@H:30]2[OH:31].BrC(Br)(Br)[Br:1],[Br:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH2:10][C@@H:11]1[C@@H:12]2[CH2:13][CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][C@H:19]([CH2:20][c:21]1[cH:22][cH:23][cH:24][c:25]([C:26]([NH2:27])=[O:28])[cH:29]1)[C@@H:30]2[OH:31],,"[('b', 1, 392)]",60,train,1
Br[c:1]1[cH:2][n:3][c:4]([N:5]2[CH2:6][C@H:7]([CH3:8])[O:9][C@H:10]([CH3:11])[CH2:12]2)[c:13]([CH:14]=[O:15])[cH:16]1.OB(O)[c:17]1[cH:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]2[o:25]1,[c:1]1(-[c:17]2[cH:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[o:25]2)[cH:2][n:3][c:4]([N:5]2[CH2:6][C@H:7]([CH3:8])[O:9][C@H:10]([CH3:11])[CH2:12]2)[c:13]([CH:14]=[O:15])[cH:16]1,,"[('b', 0, 447)]",900,train,1
[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7]2=[N:8][C@@H:9]([CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[C:17](=[O:18])[S:19][CH2:20]2)[c:21]([O:22][CH3:23])[cH:24]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C@H:7]2[NH:8][C@@H:9]([CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[C:17](=[O:18])[S:19][CH2:20]2)[c:21]([O:22][CH3:23])[cH:24]1,,"[('b', 12, 371), ('b', 13, 371)]",37,train,1
Br[C:1]1=[C:2]([c:3]2[cH:4][cH:5][cH:6][c:7]3[cH:8][cH:9][c:10]([Cl:11])[cH:12][c:13]23)[N:14]2[C:15](=[N:16][CH2:17][CH2:18]2)[S:19]1.CN(C)[CH:20]=[O:21],[C:1]1([CH:20]=[O:21])=[C:2]([c:3]2[cH:4][cH:5][cH:6][c:7]3[cH:8][cH:9][c:10]([Cl:11])[cH:12][c:13]23)[N:14]2[C:15](=[N:16][CH2:17][CH2:18]2)[S:19]1,,"[('b', 0, 74)]",1,train,1
[O:7]=[C:8]1[CH2:9][O:10][c:11]2[cH:12][cH:13][c:14]([CH2:15][NH:16][C@H:17]3[CH2:18][CH2:19][C@H:20]([CH:21]([OH:22])[CH2:23][NH:24][S:25](=[O:26])(=[O:27])[c:28]4[cH:29][cH:30][cH:31][cH:32][c:33]4[N+:34](=[O:35])[O-:36])[CH2:37][CH2:38]3)[n:39][c:40]2[NH:41]1.O=C(O[C:1](=[O:2])[C:3]([F:4])([F:5])[F:6])C(F)(F)F,[C:1](=[O:2])([C:3]([F:4])([F:5])[F:6])[N:16]([CH2:15][c:14]1[cH:13][cH:12][c:11]2[c:40]([n:39]1)[NH:41][C:8](=[O:7])[CH2:9][O:10]2)[C@H:17]1[CH2:18][CH2:19][C@H:20]([CH:21]([OH:22])[CH2:23][NH:24][S:25](=[O:26])(=[O:27])[c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]2[N+:34](=[O:35])[O-:36])[CH2:37][CH2:38]1,,"[('b', 11, 400)]",76,train,1
O[C:1]([CH2:2][CH:3]1[O:4][CH:5]([c:6]2[cH:7][cH:8][cH:9][c:10]([O:11][CH3:12])[c:13]2[O:14][CH3:15])[c:16]2[c:17]([cH:18][cH:19][c:20]([Cl:21])[cH:22]2)-[n:23]2[c:24]1[n:25][n:26][c:27]2[CH:28]([CH3:29])[CH3:30])=[O:31].[CH2:32]1[CH2:33][O:34][CH2:35][CH2:36][NH:37]1,[C:1]([CH2:2][CH:3]1[O:4][CH:5]([c:6]2[cH:7][cH:8][cH:9][c:10]([O:11][CH3:12])[c:13]2[O:14][CH3:15])[c:16]2[c:17]([cH:18][cH:19][c:20]([Cl:21])[cH:22]2)-[n:23]2[c:24]1[n:25][n:26][c:27]2[CH:28]([CH3:29])[CH3:30])(=[O:31])[N:37]1[CH2:32][CH2:33][O:34][CH2:35][CH2:36]1,,"[('b', 61, 453)]",4537,train,1
I[c:1]1[cH:2][cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8]1.OB(O)[CH:9]1[CH2:10][CH2:11]1,[c:1]1([CH:9]2[CH2:10][CH2:11]2)[cH:2][cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8]1,,"[('b', 0, 270)]",7,train,1
[O:9]=[C:10]([NH:11][c:12]1[cH:13][cH:14][c:15]([N:16]2[CH2:17][CH2:18][NH:19][CH2:20][CH2:21]2)[n:22][cH:23]1)[c:24]1[n:25][c:26](-[c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[o:33][c:34]1[C:35]([F:36])([F:37])[F:38].Cl[C:1](=[O:2])[O:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1,[C:1](=[O:2])([O:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1)[N:19]1[CH2:18][CH2:17][N:16]([c:15]2[cH:14][cH:13][c:12]([NH:11][C:10](=[O:9])[c:24]3[n:25][c:26](-[c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[o:33][c:34]3[C:35]([F:36])([F:37])[F:38])[cH:23][n:22]2)[CH2:21][CH2:20]1,,"[('b', 15, 452)]",2537,train,1
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH:9]([C:10](=[O:11])[O:12][C@H:13]1[CH2:14][N:15]2[CH2:16][CH2:17][CH:18]1[CH2:19][CH2:20]2)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.Cl[CH2:29][C:28](=[O:27])[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH:9]([C:10](=[O:11])[O:12][C@H:13]1[CH2:14][N+:15]2([CH2:29][C:28](=[O:27])[c:31]3[cH:32][cH:33][cH:34][cH:35][cH:36]3)[CH2:16][CH2:17][CH:18]1[CH2:19][CH2:20]2)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,,"[('b', 28, 381)]",43,train,1
